"Alecto","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK"
"Integrated","Alecto_","0163","Alecto_0163","","","","我会让你叫出来。","","",""
"Integrated","Alecto_","0164","Alecto_0164","","","","我会比之前更狠。","","",""
"Integrated","Alecto_","0165","Alecto_0165","","","","我感受到你的痛苦了。","","",""
"Integrated","Alecto_","0166","Alecto_0166","","","","就是这样！","","",""
"Integrated","Alecto_","0167","Alecto_0167","","","","到我了。","","",""
"Integrated","Alecto_","0168","Alecto_0168","","","","真是够了！","","",""
"Integrated","Alecto_","0169","Alecto_0169","","","","你做到了。","","",""
"Integrated","Alecto_","0170","Alecto_0170","","","","嘎啊啊啊！","","",""
"Integrated","Alecto_","0171","Alecto_0171","","","","呃啊啊啊！","","",""
"Integrated","Alecto_","0172","Alecto_0172","","","","啊啊啊！","","",""
"Integrated","Alecto_","0173","Alecto_0173","","","","够了！","","",""
"Integrated","Alecto_","0174","Alecto_0174","","","","现在！！","","",""
"Integrated","Alecto_","0175","Alecto_0175","","","","你为什么！","","",""
"Integrated","Alecto_","0176","Alecto_0176","","","","够了！","","",""
"Integrated","Alecto_","0177","Alecto_0177","","","","呼。","","",""
"Integrated","Alecto_","0178","Alecto_0178","","","","呼！","","",""
"Integrated","Alecto_","0179","Alecto_0179","","","","呃啊啊…","","",""
"Integrated","Alecto_","0180","Alecto_0180","","","","嗯。","","",""
"Integrated","Alecto_","0181","Alecto_0181","","","","哧。","","",""
"Integrated","Alecto_","0182","Alecto_0182","","","","呸。","","",""
"Integrated","Alecto_","0183","Alecto_0183","","","","噫啊。","","",""
"Integrated","Alecto_","0184","Alecto_0184","","","","啊。","","",""
"Integrated","Alecto_","0185","Alecto_0185","","","","喝。","","",""
"Integrated","Alecto_","0186","Alecto_0186","","","","哈，哈。","","",""
"Integrated","Alecto_","0187","Alecto_0187","","","","你这垃圾。","","",""
"Integrated","Alecto_","0188","Alecto_0188","","","","你就是垃圾。","","",""
"Integrated","Alecto_","0189","Alecto_0189","","","","哧。","","",""
"Integrated","Alecto_","0190","Alecto_0190","","","","哧，呵呵。","","",""
"Integrated","Alecto_","0191","Alecto_0191","","","","呃。","","",""
"Integrated","Alecto_","0192","Alecto_0192","","","","切。","","",""
"Integrated","Alecto_","0193","Alecto_0193","","","","你这小鬼。","","",""
"Integrated","Alecto_","0194","Alecto_0194","","","","真的。","","",""
"Integrated","Alecto_","0195","Alecto_0195","","","","真的？","","",""
"Integrated","Alecto_","0196","Alecto_0196","","","","见鬼。","","",""
"Integrated","Alecto_","0197","Alecto_0197","","","","该死。","","",""
"Integrated","Alecto_","0198","Alecto_0198","","","","感受到了。","","",""
"Integrated","Alecto_","0199","Alecto_0199","","","","喔。","","",""
"Integrated","Alecto_","0200","Alecto_0200","","","","还行。","","",""
"Integrated","Alecto_","0201","Alecto_0201","","","","你竟敢。","","",""
"Integrated","Alecto_","0202","Alecto_0202","","","","呃不。","","",""
"Integrated","Alecto_","0203","Alecto_0203","","","","啊该死！","","",""
"Integrated","Alecto_","0204","Alecto_0204","","","","呃啊，你！","","",""
"Integrated","Alecto_","0205","Alecto_0205","","","","呕！","","",""
"Integrated","Alecto_","0206","Alecto_0206","","","","啊啊！","","",""
"Integrated","Alecto_","0207","Alecto_0207","","","","我不这么认为。","","",""
"Integrated","Alecto_","0208","Alecto_0208","","","","再来！","","",""
"Integrated","Alecto_","0209","Alecto_0209","","","","弱者。","","",""
"Integrated","Alecto_","0210","Alecto_0210","","","","不行。","","",""
"Integrated","Alecto_","0211","Alecto_0211","","","","没门。","","",""
"Integrated","Alecto_","0212","Alecto_0212","","","","想得美。","","",""
"Integrated","Alecto_","0213","Alecto_0213","","","","噗。","","",""
"Integrated","Alecto_","0214","Alecto_0214","","","","真的？","","",""
"Integrated","Alecto_","0215","Alecto_0215","","","","离开这里，流红血的。","","",""
"Integrated","Alecto_","0216","Alecto_0216","","","","下回见，垃圾。","","",""
"Integrated","Alecto_","0217","Alecto_0217","","","","你跟墨纪拉一样。","","",""
"Integrated","Alecto_","0218","Alecto_0218","","","","我告诉过你事情的结果了。","","",""
"Integrated","Alecto_","0219","Alecto_0219","","","","该回去找你爸爸了。","","",""
"Integrated","Alecto_","0220","Alecto_0220","","","","再见，下次再见！","","",""
"Integrated","Alecto_","0221","Alecto_0221","","","","啊，我们才刚开始呢。","","",""
"Integrated","Alecto_","0222","Alecto_0222","","","","你是在白费工夫。","","",""
"Integrated","Alecto_","0223","Alecto_0223","","","","这么快就完了？","","",""
"Integrated","Alecto_","0224","Alecto_0224","","","","又一个垃圾倒下了。","","",""
"Integrated","Alecto_","0225","Alecto_0225","","","","替我向你爸爸问好。","","",""
"Integrated","Alecto_","0226","Alecto_0226","","","","终于。","","",""
"Integrated","Alecto_","0227","Alecto_0227","","","","好了，好了，够了。","","",""
"Integrated","Alecto_","0228","Alecto_0228","","","","满意了吗？我是满意了。","","",""
"Integrated","Alecto_","0229","Alecto_0229","","","","<笑声>","","",""
"Integrated","Alecto_","0230","Alecto_0230","","","","<笑声>","","",""
"Integrated","Alecto_","0231","Alecto_0231","","","","<笑声>","","",""
"Integrated","Alecto_","0232","Alecto_0232","","","","记得回来噢！","","",""
"Integrated","Alecto_","0233","Alecto_0233","","","","下次再见，流红血的。","","",""
"Integrated","Alecto_","0234","Alecto_0234","","","","我乐此不疲，流红血的。","","",""
"Integrated","Alecto_","0235","Alecto_0235","","","","你知道吗，我都快习惯这样了！","","",""
"Integrated","Alecto_","0236","Alecto_0236","","","","你还差得远呢，流红血的。","","",""
"Integrated","Alecto_","0237","Alecto_0237","","","","别再浪费我时间了好吗？","","",""
"Integrated","Alecto_","0238","Alecto_0238","","","","终于，呼。","","",""
"Integrated","Alecto_","0239","Alecto_0239","","","","应该只是时间问题。","","",""
"Integrated","Alecto_","0240","Alecto_0240","","","","我们复仇女神最爱复仇了。","","",""
"Integrated","Alecto_","0241","Alecto_0241","","","","也该是时候让我来对付你了。","","",""
"Integrated","Alecto_","0242","Alecto_0242","","","","你最好别在这里放水啊，流红血的。","","",""
"Integrated","Alecto_","0243","Alecto_0243","","","","这战斗只能说是马马虎虎吧，流红血的。","","",""
"Integrated","Alecto_","0244","Alecto_0244","","","","不可能…！","","",""
"Integrated","Alecto_","0245","Alecto_0245","","","","可恶，我——！","","",""
"Integrated","Alecto_","0246","Alecto_0246","","","","怎么…！","","",""
"Integrated","Alecto_","0247","Alecto_0247","","","","怎么…？！","","",""
"Integrated","Alecto_","0248","Alecto_0248","","","","什么…？！","","",""
"Integrated","Alecto_","0249","Alecto_0249","","","","啊！","","",""
"Integrated","Alecto_","0250","Alecto_0250","","","","我不能——！","","",""
"Integrated","Alecto_","0251","Alecto_0251","","","","又来？！","","",""
"Integrated","Alecto_","0252","Alecto_0252","","","","啊，为什么——！","","",""
"Integrated","Alecto_","0253","Alecto_0253","","","","为什么你——！","","",""
"Integrated","Alecto_","0254","Alecto_0254","","","","呃嗯，该死…","","",""
"Integrated","Alecto_","0255","Alecto_0255","","","","你该死…","","",""
"Integrated","Alecto_","0256","Alecto_0256","","","","啊啊，怎么——！","","",""
"Integrated","Alecto_","0257","Alecto_0257","","","","墨纪拉！","","",""
"Integrated","Alecto_","0258","Alecto_0258","","","","墨纪拉…！","","",""
"Integrated","Alecto_","0259","Alecto_0259","","","","这里，墨纪拉！","","",""
"Integrated","Alecto_","0260","Alecto_0260","","","","这里，墨纪拉…！","","",""
"Integrated","Alecto_","0261","Alecto_0261","","","","就是现在，墨纪拉！","","",""
"Integrated","Alecto_","0262","Alecto_0262","","","","就是现在，墨纪拉！！","","",""
"Integrated","Alecto_","0263","Alecto_0263","","","","现在，墨纪拉！","","",""
"Integrated","Alecto_","0264","Alecto_0264","","","","现在，墨纪拉！！","","",""
"Integrated","Alecto_","0265","Alecto_0265","","","","抓住他，墨纪拉！","","",""
"Integrated","Alecto_","0267","Alecto_0267","","","","墨纪拉！！","","",""
"Integrated","Alecto_","0268","Alecto_0268","","","","该死，墨纪拉。","","",""
"Integrated","Alecto_","0269","Alecto_0269","","","","墨纪拉…","","",""
"Integrated","Alecto_","0270","Alecto_0270","","","","准备，墨纪拉。","","",""
"Integrated","Alecto_","0271","Alecto_0271","","","","准备，姐妹们！","","",""
"Integrated","Alecto_","0272","Alecto_0272","","","","准备，姐妹！","","",""
"Integrated","Alecto_","0273","Alecto_0273","","","","提西福涅！","","",""
"Integrated","Alecto_","0274","Alecto_0274","","","","提西福涅…！","","",""
"Integrated","Alecto_","0275","Alecto_0275","","","","这里，提西！","","",""
"Integrated","Alecto_","0276","Alecto_0276","","","","这里，提西…！","","",""
"Integrated","Alecto_","0277","Alecto_0277","","","","就是现在，提西！","","",""
"Integrated","Alecto_","0278","Alecto_0278","","","","就是现在，提西福涅！！","","",""
"Integrated","Alecto_","0279","Alecto_0279","","","","现在，提西！","","",""
"Integrated","Alecto_","0280","Alecto_0280","","","","现在，提西！！","","",""
"Integrated","Alecto_","0281","Alecto_0281","","","","提西福涅，杀了他！","","",""
"Integrated","Alecto_","0282","Alecto_0282","","","","提西福涅，杀！","","",""
"Darren","Alecto_","0283","Alecto_0283","","","","提西福涅！！","","",""
"Darren","Alecto_","0284","Alecto_0284","","","","提西，不…","","",""
"Darren","Alecto_","0285","Alecto_0285","","","","提西福涅…","","",""
"Darren","Alecto_","0286","Alecto_0286","","","","准备，提西。","","",""
"Darren","Alecto_","0287","Alecto_0287","","","","我准备好了，姐妹们。","","",""
"Darren","Alecto_","0288","Alecto_0288","","","","我准备好了，姐妹。","","",""
"Integrated","Alecto_","0289","Alecto_0289","","","","上吧，姐妹们！","","",""
"Integrated","Alecto_","0290","Alecto_0290","","","","现在，姐妹们！","","",""
"Integrated","Alecto_","0291","Alecto_0291","","","","准备，姐妹们。","","",""
"Integrated","Alecto_","0292","Alecto_0292","","","","准备，姐妹们！","","",""
"Integrated","Alecto_","0293","Alecto_0293","","","","准备好了吗，姐妹们？","","",""
"Integrated","Alecto_","0294","Alecto_0294","","","","墨纪拉，提西福涅，就是现在！！","","",""
"Integrated","Alecto_","0296","Alecto_0296","","","","厄里倪厄斯准备出击。","","",""
"Darren","Alecto_","0297","Alecto_0297","","","","看来现在得靠我了。","","",""
"Darren","Alecto_","0298","Alecto_0298","","","","由我亲自来了结。","","",""
"Integrated","Alecto_","0299","Alecto_0299","","","","我们是复仇女神！","","",""
"Integrated","Alecto_","0300","Alecto_0300","","","","现在！","","",""
"Integrated","Alecto_","0301","Alecto_0301","","","","攻击！","","",""
"Integrated","Alecto_","0302","Alecto_0302","","","","杀死你！","","",""
"Integrated","Alecto_","0303","Alecto_0303","","","","逮着他了！","","",""
"Integrated","Alecto_","0304","Alecto_0304","","","","我们是复仇女神。","","",""
"Integrated","Alecto_","0305","Alecto_0305","","","","我想应该是时候结束了。","","",""
"Integrated","Alecto_","0306","Alecto_0306","","","","他毫无胜算可言。","","",""
"Integrated","Alecto_","0307","Alecto_0307","","","","<笑声>","","",""
"Darren","Alecto_","0308","Alecto_0308","","","","<笑声>","","",""
"Integrated","Alecto_","0309","Alecto_0309","","","","<笑声>","","",""
"Integrated","Alecto_","0310","Alecto_0310","","","","<笑声>","","",""
"Integrated","Alecto_","0311","Alecto_0311","","","","<笑声>","","",""
"Darren","Alecto_","0312","Alecto_0312","","","","<笑声>","","",""
"Integrated","Alecto_","0383","Alecto_0383","","","","流红血的！","","",""
"Integrated","Alecto_","0384","Alecto_0384","","","","终于。","","",""
"Integrated","Alecto_","0385","Alecto_0385","","","","哦，你终于来了。","","",""
"Integrated","Alecto_","0386","Alecto_0386","","","","你…！","","",""
"Integrated","Alecto_","0387","Alecto_0387","","","","啧。","","",""
"Integrated","Alecto_","0388","Alecto_0388","","","","呃呃呃……","","",""
"Integrated","Alecto_","0389","Alecto_0389","","","","不错……","","",""
"Integrated","Alecto_","0390","Alecto_0390","","","","不错！","","",""
"Integrated","Alecto_","0391","Alecto_0391","","","","不错，不错！","","",""
"Integrated","Alecto_","0392","Alecto_0392","","","","哦，很不错。","","",""
"Integrated","Alecto_","0393","Alecto_0393","","","","哦……","","",""
"Integrated","Alecto_","0394","Alecto_0394","","","","小杂碎神……","","",""
"Integrated","Alecto_","0395","Alecto_0395","","","","你来了。","","",""
"Darren","Alecto_","0396","Alecto_0396","","","","呵呵呵呵。","","",""
"Integrated","Alecto_","0397","Alecto_0397","","","","站住。","","",""
"Integrated","Alecto_","0398","Alecto_0398","","","","来吧！","","",""
"Integrated","Alecto_","0399","Alecto_0399","","","","怎么是你！","","",""
"Integrated","Alecto_","0400","Alecto_0400","","","","吃我一招！","","",""
"Integrated","Alecto_","0401","Alecto_0401","","","","准备好了吗？！","","",""
"Integrated","Alecto_","0402","Alecto_0402","","","","想尝尝这招吗？！","","",""
"Integrated","Alecto_","0403","Alecto_0403","","","","去死吧！","","",""
"Integrated","Alecto_","0404","Alecto_0404","","","","喝啊！","","",""
"Integrated","Alecto_","0405","Alecto_0405","","","","哈啊，哈哈！","","",""
"Integrated","Alecto_","0406","Alecto_0406","","","","你喜欢吗？！","","",""
"Integrated","Alecto_","0407","Alecto_0407","","","","这招怎么样！","","",""
"Integrated","Alecto_","0408","Alecto_0408","","","","接招！","","",""
"Integrated","Alecto_","0409","Alecto_0409","","","","还没尝够苦头吗？！","","",""
"Integrated","Alecto_","0410","Alecto_0410","","","","流血吧！","","",""
"Integrated","Alecto_","0411","Alecto_0411","","","","死吧！","","",""
"Integrated","Alecto_","0412","Alecto_0412","","","","哦，还没完呢！","","",""
"Integrated","Alecto_","0413","Alecto_0413","","","","那一下疼吗？","","",""
"Integrated","Alecto_","0414","Alecto_0414","","","","你这个杂碎！","","",""
"Integrated","Alecto_","0415","Alecto_0415","","","","什么，塔纳托斯？！","","",""
"Integrated","Alecto_","0416","Alecto_0416","","","","塔纳托斯，你这个混蛋！","","",""
"Integrated","Alecto_","0417","Alecto_0417","","","","滚出这里，死亡之神！","","",""
"Integrated","Alecto_","0418","Alecto_0418","","","","这场仗和你无关，塔纳托斯！","","",""
"Integrated","Alecto_","0419","Alecto_0419","","","","塔纳托斯，又是你？","","",""
"Integrated","Alecto_","0420","Alecto_0420","","","","塔纳托斯！","","",""
"Integrated","Alecto_","0421","Alecto_0421","","","","塔纳托斯？！","","",""
"Integrated","Alecto_","0422","Alecto_0422","","","","我认识你吗，死人？！","","",""
"Integrated","Alecto_","0423","Alecto_0423","","","","又是这个白痴？！","","",""
"Integrated","Alecto_","0424","Alecto_0424","","","","我可没叫你过来！","","",""
"Integrated","Alecto_","0425","Alecto_0425","","","","他是怎么混进来的？！","","",""
"Integrated","Alecto_","0426","Alecto_0426","","","","你的朋友还挺多的嘛，流红血的！","","",""
"Integrated","Alecto_","0427","Alecto_0427","","","","又是那个骷髅！","","",""
"Integrated","Alecto_","0428","Alecto_0428","","","","那是什么鬼东西？！","","",""
"Integrated","Alecto_","0429","Alecto_0429","","","","我见过那块该死的石头！","","",""
"Integrated","Alecto_","0430","Alecto_0430","","","","那个鬼东西是从哪里来的？！","","",""
"Integrated","Alecto_","0431","Alecto_0431","","","","你需要帮忙吗，流红血的？！","","",""
"Integrated","Alecto_","0432","Alecto_0432","","","","来单挑啊，流红血的！","","",""
"Integrated","Alecto_","0433","Alecto_0433","","","","你一个人打不过我，嗯？","","",""
"Integrated","Alecto_","0434","Alecto_0434","","","","又是你？","","",""
"Integrated","Alecto_","0435","Alecto_0435","","","","又是你！","","",""
"Integrated","Alecto_","0436","Alecto_0436","","","","快滚吧！","","",""
"Integrated","Alecto_","0437","Alecto_0437","","","","我说了，不准插手！","","",""
"Integrated","Alecto_","0438","Alecto_0438","","","","给我滚出去！","","",""
"Integrated","Alecto_","0439","Alecto_0439","","","","哦，你可别惹我发火！","","",""
"Integrated","Alecto_","0440","Alecto_0440","","","","你在这里干什么呢？","","",""
