"ZagreusHome","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK",""
"Integrated","ZagreusHome_","0079","ZagreusHome_0079","","","","没看起来那么舒服。","","","",""
"Unused","ZagreusHome_","0081","ZagreusHome_0081","","","","...这是我听过的关于他的最令人高兴的事情。","","","",""
"Integrated","ZagreusHome_","0083","ZagreusHome_0083","","","","这么说，你认识欧律狄克？对了，我上次碰巧遇到她了。让我告诉你，她总是听得到你的歌声，无论和你相隔多远。我不得不说，她真的很贴心。","","","",""
"Integrated","ZagreusHome_","0085","ZagreusHome_0085","","","","把人往墙上撞，听起来是不错的建议，骨头。","","","",""
"Integrated","ZagreusHome_","0086","ZagreusHome_0086","","","","在最完美的时机释放我最骇人的怒气。没问题。","","","",""
"Integrated","ZagreusHome_","0087","ZagreusHome_0087","","","","很荣幸为你效劳，现在你就替我们看着那片大血泊，好吗？","","","",""
"Integrated","ZagreusHome_","0090","ZagreusHome_0090","","","","哎呀。","","","",""
"Integrated","ZagreusHome_","0091","ZagreusHome_0091","","","","哎呀！","","","",""
"Integrated","ZagreusHome_","0092","ZagreusHome_0092","","","","呃，抱歉...！","","","",""
"Integrated","ZagreusHome_","0093","ZagreusHome_0093","","","","哦，肯定是忘记了。","","","",""
"Integrated","ZagreusHome_","0094","ZagreusHome_0094","","","","走开。","","","",""
"Integrated","ZagreusHome_","0095","ZagreusHome_0095","","","","别挡道。","","","",""
"Integrated","ZagreusHome_","0096","ZagreusHome_0096","","","","躲远点。","","","",""
"Integrated","ZagreusHome_","0097","ZagreusHome_0097","","","","离我远点。","","","",""
"Integrated","ZagreusHome_","0098","ZagreusHome_0098","","","","滚。","","","",""
"Integrated","ZagreusHome_","0099","ZagreusHome_0099","","","","嗷...","","","",""
"Integrated","ZagreusHome_","0100","ZagreusHome_0100","","","","我...没办法接受。","","","",""
"Integrated","ZagreusHome_","0101","ZagreusHome_0101","","","","咝...","","","",""
"Integrated","ZagreusHome_","0102","ZagreusHome_0102","","","","好了...","","","",""
"Integrated","ZagreusHome_","0103","ZagreusHome_0103","","","","嗯，该接着去送死了。","","","",""
"Integrated","ZagreusHome_","0104","ZagreusHome_0104","","","","<叹气...>","","","",""
"Integrated","ZagreusHome_","0105","ZagreusHome_0105","","","","暮夜和黑暗，为我指明方向。","","","",""
"Integrated","ZagreusHome_","0106","ZagreusHome_0106","","","","那里。","","","",""
"Integrated","ZagreusHome_","0107","ZagreusHome_0107","","","","谢谢你，倪克斯。","","","",""
"Integrated","ZagreusHome_","0108","ZagreusHome_0108","","","","好吧。","","","",""
"Integrated","ZagreusHome_","0109","ZagreusHome_0109","","","","你好大的胆呀，先生。","","","",""
"Integrated","ZagreusHome_","0129","ZagreusHome_0129","","","","我们在这边看看。","","","",""
"Integrated","ZagreusHome_","0130","ZagreusHome_0130","","","","纪念品封存着力量。","","","",""
"Integrated","ZagreusHome_","0131","ZagreusHome_0131","","","","这里什么也没有。","","","",""
"Integrated","ZagreusHome_","0132","ZagreusHome_0132","","","","选哪个。","","","",""
"Integrated","ZagreusHome_","0133","ZagreusHome_0133","","","","哪个。","","","",""
"Integrated","ZagreusHome_","0134","ZagreusHome_0134","","","","旧藏品的新成员。","","","",""
"Integrated","ZagreusHome_","0135","ZagreusHome_0135","","","","选那个。","","","",""
"Integrated","ZagreusHome_","0136","ZagreusHome_0136","","","","一切就绪。","","","",""
"Integrated","ZagreusHome_","0137","ZagreusHome_0137","","","","可能有帮助。","","","",""
"Integrated","ZagreusHome_","0138","ZagreusHome_0138","","","","需要找到钥匙。","","","",""
"Integrated","ZagreusHome_","0139","ZagreusHome_0139","","","","需要钥匙。","","","",""
"Integrated","ZagreusHome_","0140","ZagreusHome_0140","","","","它被锁死了。","","","",""
"Integrated","ZagreusHome_","0141","ZagreusHome_0141","","","","现在打不开。","","","",""
"Integrated","ZagreusHome_","0142","ZagreusHome_0142","","","","被锁住了。","","","",""
"Integrated","ZagreusHome_","0143","ZagreusHome_0143","","","","快看！","","","",""
"Integrated","ZagreusHome_","0144","ZagreusHome_0144","","","","打开。","","","",""
"Integrated","ZagreusHome_","0145","ZagreusHome_0145","","","","应该可以了。","","","",""
"Integrated","ZagreusHome_","0146","ZagreusHome_0146","","","","我可以做得更好。","","","",""
"Integrated","ZagreusHome_","0147","ZagreusHome_0147","","","","觉得在那里学到不少好东西。","","","",""
"Integrated","ZagreusHome_","0148","ZagreusHome_0148","","","","哎呀，又来？","","","",""
"Integrated","ZagreusHome_","0149","ZagreusHome_0149","","","","必须得再试一次。","","","",""
"Integrated","ZagreusHome_","0150","ZagreusHome_0150","","","","不能放弃。","","","",""
"Integrated","ZagreusHome_","0151","ZagreusHome_0151","","","","再一次。","","","",""
"Integrated","ZagreusHome_","0152","ZagreusHome_0152","","","","快点。","","","",""
"Integrated","ZagreusHome_","0153","ZagreusHome_0153","","","","我们走。","","","",""
"Integrated","ZagreusHome_","0154","ZagreusHome_0154","","","","我们出去。","","","",""
"Integrated","ZagreusHome_","0155","ZagreusHome_0155","","","","没有回头路。","","","",""
"Integrated","ZagreusHome_","0156","ZagreusHome_0156","","","","再见，各位。","","","",""
"Integrated","ZagreusHome_","0157","ZagreusHome_0157","","","","黑暗，给我力量。","","","",""
"Integrated","ZagreusHome_","0158","ZagreusHome_0158","","","","暮夜，给我力量。","","","",""
"Integrated","ZagreusHome_","0159","ZagreusHome_0159","","","","黑暗就是力量。","","","",""
"Integrated","ZagreusHome_","0160","ZagreusHome_0160","","","","暮夜和黑暗。","","","",""
"Integrated","ZagreusHome_","0165","ZagreusHome_0165","","","","如果你坚持的话...！","","","",""
"Integrated","ZagreusHome_","0170","ZagreusHome_0170","","","","那两个又在瞎折腾，我最好离得远点。","","","",""
"Integrated","ZagreusHome_","0173","ZagreusHome_0173","","","","...那两个好像又在瞎折腾，我最好离得远点。","","","",""
"Unused","ZagreusHome_","0174","ZagreusHome_0174","","","","...那两个好像在忙着交朋友，我最好离得远点。","","","",""
"Integrated","ZagreusHome_","0175","ZagreusHome_0175","","","","恶作剧，我？我只是想看看父亲都藏了哪些好东西。","","","",""
"Integrated","ZagreusHome_","0176","ZagreusHome_0176","","","","小声点，老头。没见我在这边蹑手蹑脚的吗...！","","","",""
"Integrated","ZagreusHome_","0177","ZagreusHome_0177","","","","我说了，闭嘴，老头！","","","",""
"Integrated","ZagreusHome_","0184","ZagreusHome_0184","","","","呃，墨纪...？","","","",""
"Integrated","ZagreusHome_","0189","ZagreusHome_0189","","","","是的，尼克斯。很高兴您让我们有所联系，还向她解释了我的处境。","","","",""
"Unused","ZagreusHome_","0199","ZagreusHome_0199","","","","为什么，我还在路上呢，杜莎。不过，改天一定可以！我也希望，真的！","","","",""
"Integrated","ZagreusHome_","0207","ZagreusHome_0207","","","","真是…很抱歉听到这些。谢谢你让我知道。听上去她真的很不错。","","","",""
"Integrated","ZagreusHome_","0208","ZagreusHome_0208","","","","朋友，如果你不介意的话，我想听你说说更多你的缪斯的事，欧律狄克。","","","",""
"Unused","ZagreusHome_","0212","ZagreusHome_0212","","","","俄耳甫斯什么都信。一开始我以为跟他吹牛不太好，可后来发现，这是唯一能让他高兴的方法。","","","",""
"Integrated","ZagreusHome_","0233","ZagreusHome_0233","","","","反正回去也没有我的容身之地。","","","",""
"Unused","ZagreusHome_","0237","ZagreusHome_0237","","","","俄耳甫斯很久没唱歌了，具体多久我也说不上来。父亲基本上已经忽视他的存在了。","","","",""
"Integrated","ZagreusHome_","0238","ZagreusHome_0238","","","","别担心，伙计。如果你不想唱，父亲也没法逼你去唱的。我可能要离开一阵子，所以...你自己保重。","","","",""
"Integrated","ZagreusHome_","0241","ZagreusHome_0241","","","","谢谢你付出的所有努力...！","","","",""
"Integrated","ZagreusHome_","0242","ZagreusHome_0242","","","","你看，她又来了...","","","",""
"Integrated","ZagreusHome_","0244","ZagreusHome_0244","","","","杜莎...？","","","",""
"Integrated","ZagreusHome_","0246","ZagreusHome_0246","","","","...哇。她甚至都没耐心等我的消息。","","","",""
"Unused","ZagreusHome_","0247","ZagreusHome_0247","","","","比想象中的要好得多，倪克斯。我很感谢你为我找了一个这么好的替身。","","","",""
"Integrated","ZagreusHome_","0258","ZagreusHome_0258","","","","我能怎么说呢，我试了。","","","",""
"Integrated","ZagreusHome_","0261","ZagreusHome_0261","","","","我希望你是对的。","","","",""
"Integrated","ZagreusHome_","0264","ZagreusHome_0264","","","","总比没有好。","","","",""
"Integrated","ZagreusHome_","0265","ZagreusHome_0265","","","","我听着呢！","","","",""
"Integrated","ZagreusHome_","0266","ZagreusHome_0266","","","","我想躺下来。","","","",""
"Integrated","ZagreusHome_","0267","ZagreusHome_0267","","","","你好吗？","","","",""
"Integrated","ZagreusHome_","0268","ZagreusHome_0268","","","","那些暗灵在嘟囔什么。","","","",""
"Integrated","ZagreusHome_","0269","ZagreusHome_0269","","","","又是呻吟又是哀嚎的。","","","",""
"Integrated","ZagreusHome_","0270","ZagreusHome_0270","","","","那些暗灵总是漫无目的地瞎转悠。","","","",""
"Integrated","ZagreusHome_","0271","ZagreusHome_0271","","","","好了，再见了。","","","",""
"Integrated","ZagreusHome_","0272","ZagreusHome_0272","","","","你多保重。","","","",""
"Integrated","ZagreusHome_","0273","ZagreusHome_0273","","","","再见。","","","",""
"Integrated","ZagreusHome_","0274","ZagreusHome_0274","","","","再见。","","","",""
"Integrated","ZagreusHome_","0275","ZagreusHome_0275","","","","先再见了。","","","",""
"Integrated","ZagreusHome_","0276","ZagreusHome_0276","","","","再见。","","","",""
"Integrated","ZagreusHome_","0282","ZagreusHome_0282","","","","听说后竟然有种异样的欣慰。","","","",""
"Integrated","ZagreusHome_","0284","ZagreusHome_0284","","","","非常期待。","","","",""
"Integrated","ZagreusHome_","0286","ZagreusHome_0286","","","","愉快的交易。","","","",""
"Integrated","ZagreusHome_","0296","ZagreusHome_0296","","","","管好你自己的生意。","","","",""
"Integrated","ZagreusHome_","0297","ZagreusHome_0297","","","","开心点，各位。","","","",""
"Integrated","ZagreusHome_","0298","ZagreusHome_0298","","","","嘀-嗒-嘀...","","","",""
"Integrated","ZagreusHome_","0299","ZagreusHome_0299","","","","嗒-嘀-嗒...","","","",""
"Integrated","ZagreusHome_","0300","ZagreusHome_0300","","","","嗯-哼-哼。","","","",""
"Integrated","ZagreusHome_","0301","ZagreusHome_0301","","","","都已经多少次了？","","","",""
"Integrated","ZagreusHome_","0302","ZagreusHome_0302","","","","现在都已经多少次了？","","","",""
"Integrated","ZagreusHome_","0303","ZagreusHome_0303","","","","不管需要多少次尝试。","","","",""
"Integrated","ZagreusHome_","0304","ZagreusHome_0304","","","","不可以放弃。","","","",""
"Integrated","ZagreusHome_","0305","ZagreusHome_0305","","","","到目前为止试了那么多次？","","","",""
"Integrated","ZagreusHome_","0306","ZagreusHome_0306","","","","一些新的装饰。","","","",""
"Integrated","ZagreusHome_","0307","ZagreusHome_0307","","","","应该可以活跃下气氛。","","","",""
"Integrated","ZagreusHome_","0308","ZagreusHome_0308","","","","我就把它布置在那边。","","","",""
"Integrated","ZagreusHome_","0309","ZagreusHome_0309","","","","我想应该不错。","","","",""
"Integrated","ZagreusHome_","0310","ZagreusHome_0310","","","","谢谢，修普诺斯！","","","",""
"Integrated","ZagreusHome_","0311","ZagreusHome_0311","","","","谢谢你，乖狗狗！","","","",""
"Integrated","ZagreusHome_","0312","ZagreusHome_0312","","","","我十分感激，倪克斯。","","","",""
"Integrated","ZagreusHome_","0313","ZagreusHome_0313","","","","非常感谢你，先生。","","","",""
"Integrated","ZagreusHome_","0314","ZagreusHome_0314","","","","不客气，父亲。","","","",""
"Integrated","ZagreusHome_","0315","ZagreusHome_0315","","","","谢谢你，伙计。","","","",""
"Integrated","ZagreusHome_","0316","ZagreusHome_0316","","","","谢谢，杜莎小姐。","","","",""
"Integrated","ZagreusHome_","0317","ZagreusHome_0317","","","","我，呃，谢谢。","","","",""
"Integrated","ZagreusHome_","0318","ZagreusHome_0318","","","","谢谢你，塔纳。","","","",""
"Integrated","ZagreusHome_","0319","ZagreusHome_0319","","","","我不知道该说什么好，伙计。","","","",""
"Integrated","ZagreusHome_","0320","ZagreusHome_0320","","","","谢谢你，先生。","","","",""
"Integrated","ZagreusHome_","0321","ZagreusHome_0321","","","","你太好了，伙计。","","","",""
"Integrated","ZagreusHome_","0322","ZagreusHome_0322","","","","谢谢，众神之王宙斯叔叔。","","","",""
"Integrated","ZagreusHome_","0323","ZagreusHome_0323","","","","谢谢你，叔叔。","","","",""
"Integrated","ZagreusHome_","0324","ZagreusHome_0324","","","","雅典娜女士，谢谢你。","","","",""
"Integrated","ZagreusHome_","0325","ZagreusHome_0325","","","","我很荣幸，阿弗洛狄忒。","","","",""
"Integrated","ZagreusHome_","0326","ZagreusHome_0326","","","","阿尔忒弥斯女士，我太荣幸了。","","","",""
"Integrated","ZagreusHome_","0327","ZagreusHome_0327","","","","谢谢，迪奥尼索司。","","","",""
"Integrated","ZagreusHome_","0328","ZagreusHome_0328","","","","感谢您，卡俄斯君主。","","","",""
"Integrated","ZagreusHome_","0329","ZagreusHome_0329","","","","我非常感激。","","","",""
"To Be Integrated","ZagreusHome_","0330","ZagreusHome_0330","","","","谢谢你。","","","",""
"Integrated","ZagreusHome_","0331","ZagreusHome_0331","","","","谢谢。","","","",""
"Darren","ZagreusHome_","0332","ZagreusHome_0332","","","","我不会忘记的。","","","",""
"Integrated","ZagreusHome_","0333","ZagreusHome_0333","","","","谢谢你。","","","",""
"Integrated","ZagreusHome_","0334","ZagreusHome_0334","","","","你太好了。","","","",""
"Integrated","ZagreusHome_","0335","ZagreusHome_0335","","","","我没在听。","","","",""
"Integrated","ZagreusHome_","0336","ZagreusHome_0336","","","","这里肯定有什么东西价值不菲。","","","",""
"Unused","ZagreusHome_","0337","ZagreusHome_0337","","","","母亲...为什么...","","","",""
"Unused","ZagreusHome_","0338","ZagreusHome_0338","","","","我就在这里，老爸。","","","",""
"Integrated","ZagreusHome_","0339","ZagreusHome_0339","","","","你知道我能听得到吧，老头。","","","",""
"Integrated","ZagreusHome_","0340","ZagreusHome_0340","","","","其实并没有那么整齐。","","","",""
"Integrated","ZagreusHome_","0341","ZagreusHome_0341","","","","圣镜的力量增强了。","","","",""
"Integrated","ZagreusHome_","0342","ZagreusHome_0342","","","","圣镜变得更强了。","","","",""
"Integrated","ZagreusHome_","0343","ZagreusHome_0343","","","","我可以做任何事。","","","",""
"Integrated","ZagreusHome_","0344","ZagreusHome_0344","","","","还有更多方式来提升我的力量。","","","",""
"Integrated","ZagreusHome_","0345","ZagreusHome_0345","","","","准备好了。","","","",""
"Integrated","ZagreusHome_","0346","ZagreusHome_0346","","","","我准备好了。","","","",""
"Integrated","ZagreusHome_","0347","ZagreusHome_0347","","","","再一次。","","","",""
"Integrated","ZagreusHome_","0348","ZagreusHome_0348","","","","再一次！","","","",""
"Integrated","ZagreusHome_","0349","ZagreusHome_0349","","","","我们离开这里。","","","",""
"Integrated","ZagreusHome_","0350","ZagreusHome_0350","","","","我们走。","","","",""
"Integrated","ZagreusHome_","0351","ZagreusHome_0351","","","","然后，咔哒。","","","",""
"Integrated","ZagreusHome_","0352","ZagreusHome_0352","","","","我们来试试。","","","",""
"Integrated","ZagreusHome_","0353","ZagreusHome_0353","","","","这个，为什么不呢。","","","",""
"Integrated","ZagreusHome_","0354","ZagreusHome_0354","","","","那就这个。","","","",""
"Integrated","ZagreusHome_","0355","ZagreusHome_0355","","","","我们来看看这里都有什么。","","","",""
"Integrated","ZagreusHome_","0356","ZagreusHome_0356","","","","有些新的东西可以尝试。","","","",""
"Integrated","ZagreusHome_","0357","ZagreusHome_0357","","","","这是什么东西。","","","",""
"Integrated","ZagreusHome_","0358","ZagreusHome_0358","","","","那是什么东西。","","","",""
"Integrated","ZagreusHome_","0359","ZagreusHome_0359","","","","那个东西看起来很有趣。","","","",""
"Integrated","ZagreusHome_","0360","ZagreusHome_0360","","","","这个东西有什么用。","","","",""
"Integrated","ZagreusHome_","0361","ZagreusHome_0361","","","","现在是空的。","","","",""
"Integrated","ZagreusHome_","0362","ZagreusHome_0362","","","","看来我得之后再来看看。","","","",""
"Integrated","ZagreusHome_","0363","ZagreusHome_0363","","","","没有纪念品。","","","",""
"Integrated","ZagreusHome_","0364","ZagreusHome_0364","","","","好了！","","","",""
"Integrated","ZagreusHome_","0365","ZagreusHome_0365","","","","应该有帮助。","","","",""
"Integrated","ZagreusHome_","0366","ZagreusHome_0366","","","","我要感谢你，战神阿瑞斯。","","","",""
"Integrated","ZagreusHome_","0367","ZagreusHome_0367","","","","好吧，这很有趣。","","","",""
"Integrated","ZagreusHome_","0368","ZagreusHome_0368","","","","至少让愚蠢的九头蛇见识到了。","","","",""
"Integrated","ZagreusHome_","0369","ZagreusHome_0369","","","","谢谢，谢谢。","","","",""
"Integrated","ZagreusHome_","0370","ZagreusHome_0370","","","","总有一天，我可以走得更远。","","","",""
"Integrated","ZagreusHome_","0371","ZagreusHome_0371","","","","那一次做得不错。","","","",""
"Integrated","ZagreusHome_","0372","ZagreusHome_0372","","","","感觉这是我目前能走的最远的距离了。","","","",""
"Integrated","ZagreusHome_","0373","ZagreusHome_0373","","","","那是...音乐吗？","","","",""
"Integrated","ZagreusHome_","0374","ZagreusHome_0374","","","","不会吧... 俄耳甫斯？","","","",""
"Integrated","ZagreusHome_","0375","ZagreusHome_0375","","","","你...为什么...","","","",""
"Integrated","ZagreusHome_","0376","ZagreusHome_0376","","","","嗨，倪克斯。","","","",""
"Integrated","ZagreusHome_","0377","ZagreusHome_0377","","","","漂亮。","","","",""
"Integrated","ZagreusHome_","0378","ZagreusHome_0378","","","","知道了。","","","",""
"Integrated","ZagreusHome_","0379","ZagreusHome_0379","","","","我没有！","","","",""
"Integrated","ZagreusHome_","0380","ZagreusHome_0380","","","","我没有。","","","",""
"Integrated","ZagreusHome_","0381","ZagreusHome_0381","","","","你知道的，我没有。","","","",""
"Integrated","ZagreusHome_","0382","ZagreusHome_0382","","","","好了。","","","",""
"Integrated","ZagreusHome_","0383","ZagreusHome_0383","","","","我没有，不！","","","",""
"Integrated","ZagreusHome_","0384","ZagreusHome_0384","","","","是不错的主意。","","","",""
"Integrated","ZagreusHome_","0385","ZagreusHome_0385","","","","好了！","","","",""
"Integrated","ZagreusHome_","0392","ZagreusHome_0392","","","","好吧，她赢了。","","","",""
"Integrated","ZagreusHome_","0393","ZagreusHome_0393","","","","该死，墨纪。","","","",""
"Integrated","ZagreusHome_","0394","ZagreusHome_0394","","","","我会让你后悔的，墨纪。","","","",""
"Integrated","ZagreusHome_","0395","ZagreusHome_0395","","","","啊，骷髅。","","","",""
"Integrated","ZagreusHome_","0396","ZagreusHome_0396","","","","愚蠢的骷髅双胞胎。","","","",""
"Integrated","ZagreusHome_","0397","ZagreusHome_0397","","","","混账无血僵尸缠着我不放。","","","",""
"Integrated","ZagreusHome_","0398","ZagreusHome_0398","","","","啊，那条愚蠢的九头蛇...","","","",""
"Integrated","ZagreusHome_","0399","ZagreusHome_0399","","","","呃，我一定要搞定那条九头蛇。","","","",""
"Integrated","ZagreusHome_","0400","ZagreusHome_0400","","","","我讨厌九头蛇...","","","",""
"Unused","ZagreusHome_","0408","ZagreusHome_0408","","","","至少我们可以期待再次开启的伟大时刻。","","","",""
"Integrated","ZagreusHome_","0409","ZagreusHome_0409","","","","刻耳柏洛斯又把休息室给毁了？","","","",""
"Darren","ZagreusHome_","0411","ZagreusHome_0411","","","","嘿，你是怎么进来的？","","","",""
"Integrated","ZagreusHome_","0412","ZagreusHome_0412","","","","什么…？","","","",""
"Integrated","ZagreusHome_","0413","ZagreusHome_0413","","","","俄耳甫斯，你回来了！我猜你应该听说我的事情了。我还好啦，可能要出去一段时间，解决一些事情。别担心，朋友。如果你不想唱歌，我父亲是没法强迫你的。","","","",""
"Integrated","ZagreusHome_","0418","ZagreusHome_0418","","","","阿喀琉斯活着时肯定很厉害。","","","",""
"Integrated","ZagreusHome_","0419","ZagreusHome_0419","","","","阿弗洛狄忒呢。怀疑我能否把这个签了。","","","",""
"Integrated","ZagreusHome_","0420","ZagreusHome_0420","","","","青铜武器...做工粗糙，但他们的想法是对的。","","","",""
"Integrated","ZagreusHome_","0421","ZagreusHome_0421","","","","一直想着我自己的水晶湖。","","","",""
"Integrated","ZagreusHome_","0422","ZagreusHome_0422","","","","力量。","","","",""
"Integrated","ZagreusHome_","0423","ZagreusHome_0423","","","","我的力量在增强。","","","",""
"Integrated","ZagreusHome_","0424","ZagreusHome_0424","","","","搞定。","","","",""
"Integrated","ZagreusHome_","0425","ZagreusHome_0425","","","","看起来不错。","","","",""
"Integrated","ZagreusHome_","0426","ZagreusHome_0426","","","","我没有更多黑暗宝石了。","","","",""
"Integrated","ZagreusHome_","0427","ZagreusHome_0427","","","","我需要更多黑暗宝石。","","","",""
"Integrated","ZagreusHome_","0428","ZagreusHome_0428","","","","这超出了我的能力范围。","","","",""
"Integrated","ZagreusHome_","0429","ZagreusHome_0429","","","","我还做不到。","","","",""
"Integrated","ZagreusHome_","0430","ZagreusHome_0430","","","","没用。","","","",""
"Integrated","ZagreusHome_","0431","ZagreusHome_0431","","","","不可能。","","","",""
"Integrated","ZagreusHome_","0432","ZagreusHome_0432","","","","什么都没发生。","","","",""
"Integrated","ZagreusHome_","0433","ZagreusHome_0433","","","","不起作用。","","","",""
"Integrated","ZagreusHome_","0434","ZagreusHome_0434","","","","什么都没有。","","","",""
"Integrated","ZagreusHome_","0436","ZagreusHome_0436","","","","开心点，乖狗狗，一切都会好起来的。","","","",""
