"MegaeraHome","ID","ID","ID","","","","Line","","","Notes by DK"
"Integrated","MegaeraHome_","0310","MegaeraHome_0310","","","","难以置信。","","",""
"Integrated","MegaeraHome_","0311","MegaeraHome_0311","","","","你不想知道我怎么想。","","",""
"Integrated","MegaeraHome_","0312","MegaeraHome_0312","","","","哦，血与黑暗。","","",""
"Integrated","MegaeraHome_","0313","MegaeraHome_0313","","","","如我所料。","","",""
"Integrated","MegaeraHome_","0314","MegaeraHome_0314","","","","如我所料！","","",""
"Integrated","MegaeraHome_","0315","MegaeraHome_0315","","","","我就知道！","","",""
"Integrated","MegaeraHome_","0316","MegaeraHome_0316","","","","唔，说真的。","","",""
"Integrated","MegaeraHome_","0317","MegaeraHome_0317","","","","那好吧……","","",""
"Integrated","MegaeraHome_","0318","MegaeraHome_0318","","","","能怎么办呢……","","",""
"Integrated","MegaeraHome_","0319","MegaeraHome_0319","","","","哦那可太糟了。","","",""
"Integrated","MegaeraHome_","0320","MegaeraHome_0320","","","","切，哦……","","",""
"Integrated","MegaeraHome_","0321","MegaeraHome_0321","","","","真是不幸。","","",""
"Integrated","MegaeraHome_","0322","MegaeraHome_0322","","","","哇哦。","","",""
"Integrated","MegaeraHome_","0323","MegaeraHome_0323","","","","什么？","","",""
"Integrated","MegaeraHome_","0324","MegaeraHome_0324","","","","什么？！","","",""
"Integrated","MegaeraHome_","0325","MegaeraHome_0325","","","","<嘲笑>","","",""
"Integrated","MegaeraHome_","0326","MegaeraHome_0326","","","","成了？","","",""
"Integrated","MegaeraHome_","0327","MegaeraHome_0327","","","","你真的这么说的？","","",""
"Integrated","MegaeraHome_","0328","MegaeraHome_0328","","","","我不知道。","","",""
"Integrated","MegaeraHome_","0329","MegaeraHome_0329","","","","我的意思是，我猜的。","","",""
"Integrated","MegaeraHome_","0330","MegaeraHome_0330","","","","我懂我懂。","","",""
"Integrated","MegaeraHome_","0331","MegaeraHome_0331","","","","听着，我……","","",""
"Integrated","MegaeraHome_","0332","MegaeraHome_0332","","","","完全没问题。","","",""
"Integrated","MegaeraHome_","0333","MegaeraHome_0333","","","","我明白，就这样。","","",""
"Unused","MegaeraHome_","0334","MegaeraHome_0334","","","","怎么回事，扎格列欧斯。","","",""
"Integrated","MegaeraHome_","0335","MegaeraHome_0335","","","","可真周全啊，我猜？","","",""
"Unused","MegaeraHome_","0336","MegaeraHome_0336","","","","既然如此。","","",""
"Unused","MegaeraHome_","0337","MegaeraHome_0337","","","","嗯，扎格列欧斯，你把我当什么人了？","","",""
"Unused","MegaeraHome_","0338","MegaeraHome_0338","","","","我不明白你为什么给我这个。","","",""
"Unused","MegaeraHome_","0339","MegaeraHome_0339","","","","如果这真是你想要的。","","",""
"Unused","MegaeraHome_","0340","MegaeraHome_0340","","","","我不认为我能收下这个，扎格列欧斯。","","",""
"Unused","MegaeraHome_","0341","MegaeraHome_0341","","","","我觉得我最好不这么做。","","",""
"Unused","MegaeraHome_","0342","MegaeraHome_0342","","","","直觉告诉我最好别。","","",""
"Unused","MegaeraHome_","0343","MegaeraHome_0343","","","","这真叫我难受，但我不得不求助。","","",""
"Integrated","MegaeraHome_","0344","MegaeraHome_0344","","","","我需要麻烦你一下，扎格。","","",""
"Integrated","MegaeraHome_","0345","MegaeraHome_0345","","","","","","",""
"Integrated","MegaeraHome_","0346","MegaeraHome_0346","","","","","","",""
"Darren","MegaeraHome_","0347","MegaeraHome_0347","","","","","","",""
"Darren","MegaeraHome_","0348","MegaeraHome_0348","","","","","","",""
"Darren","MegaeraHome_","0349","MegaeraHome_0349","","","","","","",""
"Integrated","MegaeraHome_","0350","MegaeraHome_0350","","","","","","",""
"Integrated","MegaeraHome_","0351","MegaeraHome_0351","","","","","","",""
"Integrated","MegaeraHome_","0355","MegaeraHome_0355","","","","","","",""
"Integrated","MegaeraHome_","0356","MegaeraHome_0356","","","","","","",""
"Integrated","MegaeraHome_","0357","MegaeraHome_0357","","","","","","",""
"Integrated","MegaeraHome_","0358","MegaeraHome_0358","","","","","","",""
"Integrated","MegaeraHome_","0359","MegaeraHome_0359","","","","","","",""
"Integrated","MegaeraHome_","0360","MegaeraHome_0360","","","","是啊，彼此彼此。","","",""
"Integrated","MegaeraHome_","0368","MegaeraHome_0368","","","","希望如此。","","",""
"Integrated","MegaeraHome_","0378","MegaeraHome_0378","","","","这根本就不应该发生，扎格列欧斯。","","",""
"Integrated","MegaeraHome_","0395","MegaeraHome_0395","","","","呵，我猜你会明白的。","","",""
"Integrated","MegaeraHome_","0403","MegaeraHome_0403","","","","这样才对嘛。","","",""
"Integrated","MegaeraHome_","0408","MegaeraHome_0408","","","","我说了，与我无关。","","",""
"Integrated","MegaeraHome_","0416","MegaeraHome_0416","","","","呵，行吧。","","",""
"Integrated","MegaeraHome_","0421","MegaeraHome_0421","","","","这才像你。","","",""
