"Dusa","ID","ID","ID","","","","Line","","","Notes by DK"
"Integrated","Dusa_","0108","Dusa_0108","","","","好呀！","","",""
"Integrated","Dusa_","0109","Dusa_0109","","","","您来了！","","",""
"Integrated","Dusa_","0110","Dusa_0110","","","","您回来了！","","",""
"Integrated","Dusa_","0111","Dusa_0111","","","","是您呀！","","",""
"Integrated","Dusa_","0112","Dusa_0112","","","","你好！","","",""
"Integrated","Dusa_","0113","Dusa_0113","","","","殿下！","","",""
"Integrated","Dusa_","0114","Dusa_0114","","","","看清楚啦！","","",""
"Integrated","Dusa_","0115","Dusa_0115","","","","是王子本尊！","","",""
"Integrated","Dusa_","0116","Dusa_0116","","","","哇！","","",""
"Integrated","Dusa_","0117","Dusa_0117","","","","嘿！","","",""
"Integrated","Dusa_","0106","Dusa_0106","","","","噢，嗨！","","",""
"Integrated","Dusa_","0107","Dusa_0107","","","","你好!","","",""
"Integrated","Dusa_","0108","Dusa_0108","","","","你好!","","",""
"Integrated","Dusa_","0109","Dusa_0109","","","","您来了！","","",""
"Integrated","Dusa_","0110","Dusa_0110","","","","您回来了！","","",""
"Integrated","Dusa_","0111","Dusa_0111","","","","是您呀！","","",""
"Integrated","Dusa_","0112","Dusa_0112","","","","你好！","","",""
"Integrated","Dusa_","0113","Dusa_0113","","","","您好，殿下！","","",""
"Integrated","Dusa_","0114","Dusa_0114","","","","看是谁!","","",""
"Integrated","Dusa_","0115","Dusa_0115","","","","是王子本尊！","","",""
"Integrated","Dusa_","0116","Dusa_0116","","","","哎呀！","","",""
"Integrated","Dusa_","0134","Dusa_0164","","","","啊……绝对没问题！谢谢关心，王子！","","",""
"Integrated","Dusa_","0166","Dusa_0166","","","","也许是的！","","",""
"Integrated","Dusa_","0179","Dusa_0179","","","","什么……开什么玩笑？当然了！","","",""
"Integrated","Dusa_","0181","Dusa_0181","","","","我能理解的，真的。","","",""
"Integrated","Dusa_","0191","Dusa_0191","","","","我立刻就来了！","","",""
"Integrated","Dusa_","0192","Dusa_0192","","","","要打扫吗？","","",""
"Integrated","Dusa_","0193","Dusa_0193","","","","您叫我吗，扎格列欧斯王子？","","",""
"Integrated","Dusa_","0194","Dusa_0194","","","","噢……嗨！我在这，我在这！","","",""
"Integrated","Dusa_","0195","Dusa_0195","","","","该干活儿了！","","",""
"Integrated","Dusa_","0196","Dusa_0196","","","","我要把垃圾都扫出去！","","",""
"Integrated","Dusa_","0197","Dusa_0197","","","","向您报到！","","",""
"Integrated","Dusa_","0198","Dusa_0198","","","","需要戈耳工吗，王子？","","",""
"Integrated","Dusa_","0199","Dusa_0199","","","","戈耳工来喽！！","","",""
"Integrated","Dusa_","0200","Dusa_0200","","","","做石像咯！","","",""
"Integrated","Dusa_","0201","Dusa_0201","","","","谁想变石头？！","","",""
"Integrated","Dusa_","0202","Dusa_0202","","","","来啦来啦！","","",""
"Integrated","Dusa_","0203","Dusa_0203","","","","是谁在这纠缠不清？！","","",""
"Integrated","Dusa_","0204","Dusa_0204","","","","我马上就来了！","","",""
"Integrated","Dusa_","0205","Dusa_0205","","","","包在我身上！","","",""
"Integrated","Dusa_","0206","Dusa_0206","","","","我来啦，我……来啦！","","",""
"Integrated","Dusa_","0207","Dusa_0207","","","","别怕，我来救您了！","","",""
"Integrated","Dusa_","0208","Dusa_0208","","","","我来救您了！！","","",""
"Integrated","Dusa_","0209","Dusa_0209","","","","这可比搓地有意思多了！","","",""
"Integrated","Dusa_","0210","Dusa_0210","","","","是时候露两手了！","","",""
"Integrated","Dusa_","0211","Dusa_0211","","","","我也可以露两手啦！","","",""
"Integrated","Dusa_","0212","Dusa_0212","","","","你可别以貌取人！","","",""
"Integrated","Dusa_","0213","Dusa_0213","","","","没问题，我马上就到！","","",""
"Integrated","Dusa_","0214","Dusa_0214","","","","马上照办，王子！","","",""
"Integrated","Dusa_","0215","Dusa_0215","","","","包在我身上！","","",""
"Integrated","Dusa_","0216","Dusa_0216","","","","噢……嗨……对不住了，墨纪小姐！","","",""
"Integrated","Dusa_","0217","Dusa_0217","","","","我也不想事情变成这样，墨纪小姐！","","",""
"Integrated","Dusa_","0218","Dusa_0218","","","","墨纪小姐，真的非常对不起！","","",""
"Integrated","Dusa_","0219","Dusa_0219","","","","呃……又见面啦，墨纪小姐！","","",""
"Integrated","Dusa_","0220","Dusa_0220","","","","王子，这可真是太卑鄙了！！","","",""
"Integrated","Dusa_","0221","Dusa_0221","","","","你们两个，别再打啦！","","",""
"Integrated","Dusa_","0222","Dusa_0222","","","","看到你们两个互相残杀，我很难过！","","",""
"Integrated","Dusa_","0223","Dusa_0223","","","","不会吧，墨纪小姐？！","","",""
"Integrated","Dusa_","0224","Dusa_0224","","","","你好呀，大蛇！","","",""
"Integrated","Dusa_","0225","Dusa_0225","","","","快看这条又大又老的蛇！","","",""
"Integrated","Dusa_","0226","Dusa_0226","","","","真是好大啊！","","",""
"Integrated","Dusa_","0227","Dusa_0227","","","","就是这条大蛇惹您麻烦吗，王子？","","",""
"Integrated","Dusa_","0228","Dusa_0228","","","","我可不怕蛇！","","",""
"Integrated","Dusa_","0229","Dusa_0229","","","","我可不怕蛇！！真奇怪。","","",""
"Integrated","Dusa_","0230","Dusa_0230","","","","哦，哇哦……这家伙好大啊！","","",""
"Integrated","Dusa_","0231","Dusa_0231","","","","哇哦……这就是牛头人吗！","","",""
"Integrated","Dusa_","0232","Dusa_0232","","","","这家伙长得可真壮！","","",""
"Integrated","Dusa_","0233","Dusa_0233","","","","看上去麻烦不小哇，王子！","","",""
"Integrated","Dusa_","0234","Dusa_0234","","","","咱们一起对付这个大块头！","","",""
"Integrated","Dusa_","0235","Dusa_0235","","","","喂，大块头，这儿呢！","","",""
"Integrated","Dusa_","0236","Dusa_0236","","","","哇哦……好多人啊！","","",""
"Integrated","Dusa_","0237","Dusa_0237","","","","哎……快看啊，有观众呢！","","",""
"Integrated","Dusa_","0238","Dusa_0238","","","","看这人山人海的！","","",""
"Integrated","Dusa_","0239","Dusa_0239","","","","这是在打什么擂台赛吗？！","","",""
"Integrated","Dusa_","0240","Dusa_0240","","","","哇……看看这里！","","",""
"Integrated","Dusa_","0241","Dusa_0241","","","","哇哦……这地方真是绝了，王子！","","",""
"Integrated","Dusa_","0242","Dusa_0242","","","","噢……塔纳托斯！","","",""
"Integrated","Dusa_","0243","Dusa_0243","","","","是塔纳托斯呀，要我做什么？","","",""
"Integrated","Dusa_","0244","Dusa_0244","","","","哇哦……是塔纳托斯！","","",""
"Integrated","Dusa_","0245","Dusa_0245","","","","哇哦……那是塔纳托斯吗？","","",""
"Integrated","Dusa_","0246","Dusa_0246","","","","啊……那是塔纳托斯！","","",""
"Integrated","Dusa_","0247","Dusa_0247","","","","等等……塔纳托斯，是他！","","",""
"Integrated","Dusa_","0248","Dusa_0248","","","","啊……是您父亲啊，王子！","","",""
"Integrated","Dusa_","0249","Dusa_0249","","","","需要我回避一下吗，王子？","","",""
"Integrated","Dusa_","0250","Dusa_0250","","","","呃……我可能惹上大麻烦了！","","",""
"Integrated","Dusa_","0251","Dusa_0251","","","","哇哇哇……哈迪斯大人！！","","",""
"Integrated","Dusa_","0252","Dusa_0252","","","","啊……不会吧，是他！","","",""
"Integrated","Dusa_","0253","Dusa_0253","","","","啊……是大老板！！","","",""
"Integrated","Dusa_","0254","Dusa_0254","","","","别担心，王子，我回来了！","","",""
"Integrated","Dusa_","0255","Dusa_0255","","","","能回来真好啊！","","",""
"Integrated","Dusa_","0256","Dusa_0256","","","","还需要其他帮助吗？","","",""
"Integrated","Dusa_","0257","Dusa_0257","","","","还有其他事情为您效劳吗？","","",""
"Integrated","Dusa_","0258","Dusa_0258","","","","还有其他事吗，王子？","","",""
"Integrated","Dusa_","0259","Dusa_0259","","","","还有其他敌人要解决吗，王子？","","",""
"Integrated","Dusa_","0260","Dusa_0260","","","","啊……您又召唤我啦！","","",""
"Integrated","Dusa_","0261","Dusa_0261","","","","嗨……还记得我吗？！","","",""
"Integrated","Dusa_","0262","Dusa_0262","","","","一群酒囊饭袋！","","",""
"Integrated","Dusa_","0263","Dusa_0263","","","","就是你们坏了戈耳工的名声！","","",""
"Integrated","Dusa_","0264","Dusa_0264","","","","你们是坏戈耳工！","","",""
"Integrated","Dusa_","0265","Dusa_0265","","","","准备受死吧，你这多头的戈耳工！","","",""
"Integrated","Dusa_","0266","Dusa_0266","","","","女士们，准备好受死了吗？！","","",""
"Integrated","Dusa_","0267","Dusa_0267","","","","你们也尝尝石化的滋味儿！","","",""
"Integrated","Dusa_","0268","Dusa_0268","","","","受死吧，女士们！！","","",""
"Integrated","Dusa_","0269","Dusa_0269","","","","戈耳工找您的麻烦了吗，王子？","","",""
"Integrated","Dusa_","0270","Dusa_0270","","","","哇……真是个大家伙！","","",""
"Integrated","Dusa_","0271","Dusa_0271","","","","我确认下，王子，您跟这家伙没关系吧？","","",""
"Integrated","Dusa_","0272","Dusa_0272","","","","嘿，姐们儿，让我看看你有多大能耐！","","",""
"Integrated","Dusa_","0273","Dusa_0273","","","","这位女士可真难对付啊，王子！","","",""
"Integrated","Dusa_","0274","Dusa_0274","","","","我不怕你！！","","",""
"Integrated","Dusa_","0275","Dusa_0275","","","","你也不是很厉害啊！","","",""
"Integrated","Dusa_","0276","Dusa_0276","","","","干掉了一个！","","",""
"Integrated","Dusa_","0277","Dusa_0277","","","","我干掉了一个！","","",""
"Integrated","Dusa_","0278","Dusa_0278","","","","接招！","","",""
"Integrated","Dusa_","0279","Dusa_0279","","","","中招了！","","",""
"Integrated","Dusa_","0280","Dusa_0280","","","","走开！","","",""
"Integrated","Dusa_","0281","Dusa_0281","","","","走开！","","",""
"Integrated","Dusa_","0282","Dusa_0282","","","","哦……我干掉了一个！","","",""
"Integrated","Dusa_","0283","Dusa_0283","","","","终于干掉他们了！","","",""
"Integrated","Dusa_","0284","Dusa_0284","","","","哈哈！","","",""
"Integrated","Dusa_","0285","Dusa_0285","","","","给你们点颜色瞧瞧！","","",""
"Integrated","Dusa_","0286","Dusa_0286","","","","石化了一个！","","",""
"Integrated","Dusa_","0287","Dusa_0287","","","","哦……干得好！","","",""
"Integrated","Dusa_","0288","Dusa_0288","","","","哇噢！","","",""
"Integrated","Dusa_","0289","Dusa_0289","","","","噢！","","",""
"Integrated","Dusa_","0290","Dusa_0290","","","","嚯……哇噢！","","",""
"Integrated","Dusa_","0291","Dusa_0291","","","","嚯……哇哦！","","",""
"Integrated","Dusa_","0292","Dusa_0292","","","","看看你！！","","",""
"Integrated","Dusa_","0293","Dusa_0293","","","","噢……哎哟！","","",""
"Integrated","Dusa_","0294","Dusa_0294","","","","哇！","","",""
"Integrated","Dusa_","0295","Dusa_0295","","","","噢！","","",""
"Integrated","Dusa_","0296","Dusa_0296","","","","哎哟！","","",""
"Integrated","Dusa_","0297","Dusa_0297","","","","打得好！","","",""
"Integrated","Dusa_","0298","Dusa_0298","","","","哇……真厉害！","","",""
"Integrated","Dusa_","0299","Dusa_0299","","","","噢……不……您还好吧？","","",""
"Integrated","Dusa_","0300","Dusa_0300","","","","王子，不要啊！","","",""
"Integrated","Dusa_","0301","Dusa_0301","","","","啊……小心！","","",""
"Integrated","Dusa_","0302","Dusa_0302","","","","噢……不！！","","",""
"Integrated","Dusa_","0303","Dusa_0303","","","","您还好吗？","","",""
"Integrated","Dusa_","0304","Dusa_0304","","","","您受伤了！","","",""
"Integrated","Dusa_","0305","Dusa_0305","","","","不，继续战斗！","","",""
"Integrated","Dusa_","0306","Dusa_0306","","","","继续战斗，王子！","","",""
"Integrated","Dusa_","0307","Dusa_0307","","","","噢……哇！","","",""
"Integrated","Dusa_","0308","Dusa_0308","","","","不……我……！","","",""
"Integrated","Dusa_","0309","Dusa_0309","","","","我可受不了这个……！","","",""
"Integrated","Dusa_","0310","Dusa_0310","","","","王子！","","",""
"Integrated","Dusa_","0311","Dusa_0311","","","","扎格列欧斯！","","",""
"Integrated","Dusa_","0312","Dusa_0312","","","","继续战斗！","","",""
"Integrated","Dusa_","0313","Dusa_0313","","","","噢……您可真行呀！","","",""
"Integrated","Dusa_","0314","Dusa_0314","","","","哇噢……您可真是厉害呀，王子！","","",""
"Integrated","Dusa_","0315","Dusa_0315","","","","哇哦……您打败他们了，王子！","","",""
"Integrated","Dusa_","0316","Dusa_0316","","","","哇……快看那个！","","",""
"Integrated","Dusa_","0317","Dusa_0317","","","","要我再帮帮您吗，王子？","","",""
"Integrated","Dusa_","0318","Dusa_0318","","","","给他们好好上一课！","","",""
"Integrated","Dusa_","0319","Dusa_0319","","","","噢……是雅典娜，呃……","","",""
"Integrated","Dusa_","0320","Dusa_0320","","","","雅典娜也在帮助您吗？","","",""
"Integrated","Dusa_","0321","Dusa_0321","","","","小心那边那个，王子。","","",""
"Integrated","Dusa_","0322","Dusa_0322","","","","雅典娜也来助阵了？","","",""
"Integrated","Dusa_","0323","Dusa_0323","","","","嘿……！","","",""
"Integrated","Dusa_","0324","Dusa_0324","","","","嘿！","","",""
"Integrated","Dusa_","0325","Dusa_0325","","","","呃……嘿！","","",""
"Integrated","Dusa_","0326","Dusa_0326","","","","哦……快停下！","","",""
"Integrated","Dusa_","0327","Dusa_0327","","","","别打我，王子！","","",""
"Integrated","Dusa_","0328","Dusa_0328","","","","呃……不！","","",""
"Integrated","Dusa_","0329","Dusa_0329","","","","您打错啦！","","",""
"Integrated","Dusa_","0330","Dusa_0330","","","","呃……王子？","","",""
"Integrated","Dusa_","0331","Dusa_0331","","","","殿下！","","",""
"Integrated","Dusa_","0332","Dusa_0332","","","","不好意思呀！","","",""
"Integrated","Dusa_","0333","Dusa_0333","","","","不用担心我！","","",""
"Integrated","Dusa_","0334","Dusa_0334","","","","哎呀！！开玩笑的。","","",""
"Integrated","Dusa_","0335","Dusa_0335","","","","我是来这里帮忙的！","","",""
"Integrated","Dusa_","0336","Dusa_0336","","","","嘿……怎么回事？","","",""
"Integrated","Dusa_","0337","Dusa_0337","","","","我们能有这种交情真是难得啊！","","",""
"Integrated","Dusa_","0338","Dusa_0338","","","","哇……我太厉害啦！！","","",""
"Integrated","Dusa_","0339","Dusa_0339","","","","您成功了！！","","",""
"Integrated","Dusa_","0340","Dusa_0340","","","","耶……您成功了！","","",""
"Integrated","Dusa_","0341","Dusa_0341","","","","哇……噢！","","",""
"Integrated","Dusa_","0342","Dusa_0342","","","","我就知道您会成功的！","","",""
"Integrated","Dusa_","0343","Dusa_0343","","","","干得好啊，王子！","","",""
"Integrated","Dusa_","0344","Dusa_0344","","","","刚刚真是太刺激了！","","",""
"Integrated","Dusa_","0345","Dusa_0345","","","","您终于成功了！","","",""
"Integrated","Dusa_","0346","Dusa_0346","","","","好了，这块地方清理干净了！","","",""
"Integrated","Dusa_","0347","Dusa_0347","","","","又少了一个麻烦，对吧？","","",""
"Integrated","Dusa_","0348","Dusa_0348","","","","您给他们好看了呢，王子！","","",""
"Integrated","Dusa_","0349","Dusa_0349","","","","您真是太厉害了！！","","",""
"Integrated","Dusa_","0350","Dusa_0350","","","","别惹扎格列欧斯！！","","",""
"Integrated","Dusa_","0351","Dusa_0351","","","","哈……接招吧！","","",""
"Integrated","Dusa_","0352","Dusa_0352","","","","多多保重，好吗？","","",""
"Integrated","Dusa_","0353","Dusa_0353","","","","我得走了！","","",""
"Integrated","Dusa_","0354","Dusa_0354","","","","啊……我要走了！","","",""
"Integrated","Dusa_","0355","Dusa_0355","","","","再见，王子！","","",""
"Integrated","Dusa_","0356","Dusa_0356","","","","继续前进吧！","","",""
"Integrated","Dusa_","0357","Dusa_0357","","","","希望还能为您效劳！","","",""
"Integrated","Dusa_","0358","Dusa_0358","","","","请您保重！","","",""
"Integrated","Dusa_","0359","Dusa_0359","","","","我要回去啦！","","",""
"Integrated","Dusa_","0360","Dusa_0360","","","","哦……我要迟到了！","","",""
"Integrated","Dusa_","0361","Dusa_0361","","","","继续战斗，扎格列欧斯！","","",""
"Integrated","Dusa_","0362","Dusa_0362","","","","那就再见吧！","","",""
"Integrated","Dusa_","0363","Dusa_0363","","","","您自己继续前进吧，王子！","","",""
"Integrated","Dusa_","0364","Dusa_0364","","","","希望我没让您失望！","","",""
"Integrated","Dusa_","0365","Dusa_0365","","","","所以呢，我就说……","","",""
"Integrated","Dusa_","0366","Dusa_0366","","","","然后我说……","","",""
"Integrated","Dusa_","0367","Dusa_0367","","","","你猜怎么着？","","",""
"Integrated","Dusa_","0368","Dusa_0368","","","","噢……还有后续呢。","","",""
"Integrated","Dusa_","0369","Dusa_0369","","","","噢，还有呢。","","",""
"Integrated","Dusa_","0370","Dusa_0370","","","","还有呢。","","",""
"Integrated","Dusa_","0371","Dusa_0371","","","","不过后面还有呢。","","",""
"Integrated","Dusa_","0372","Dusa_0372","","","","哦，我给你说噢。","","",""
"Integrated","Dusa_","0373","Dusa_0373","","","","我给你说噢。","","",""
"Integrated","Dusa_","0374","Dusa_0374","","","","我给你说。","","",""
"Integrated","Dusa_","0375","Dusa_0375","","","","更糟了！","","",""
"Integrated","Dusa_","0376","Dusa_0376","","","","你猜我听到什么了？","","",""
"Integrated","Dusa_","0377","Dusa_0377","","","","我听见……","","",""
"Integrated","Dusa_","0378","Dusa_0378","","","","你猜怎么样？","","",""
"Integrated","Dusa_","0379","Dusa_0379","","","","你猜怎么样了？","","",""
"Integrated","Dusa_","0380","Dusa_0380","","","","听我说。","","",""
"Integrated","Dusa_","0381","Dusa_0381","","","","我说的没错吧？","","",""
"Integrated","Dusa_","0382","Dusa_0382","","","","对吧？","","",""
"Integrated","Dusa_","0383","Dusa_0383","","","","对呀！","","",""
"Integrated","Dusa_","0384","Dusa_0384","","","","我知道的！","","",""
"Integrated","Dusa_","0385","Dusa_0385","","","","我知道。","","",""
"Integrated","Dusa_","0386","Dusa_0386","","","","是真的。","","",""
"Integrated","Dusa_","0387","Dusa_0387","","","","是真的！","","",""
"Integrated","Dusa_","0388","Dusa_0388","","","","你最好相信噢！","","",""
"Integrated","Dusa_","0389","Dusa_0389","","","","嗯嗯。","","",""
"Integrated","Dusa_","0390","Dusa_0390","","","","你想象不到呀。","","",""
"Integrated","Dusa_","0391","Dusa_0391","","","","真是难以置信呀。","","",""
"Integrated","Dusa_","0392","Dusa_0392","","","","我发誓。","","",""
"Integrated","Dusa_","0393","Dusa_0393","","","","不开玩笑。","","",""
"Integrated","Dusa_","0394","Dusa_0394","","","","对。","","",""
"Integrated","Dusa_","0395","Dusa_0395","","","","真的。","","",""
"Integrated","Dusa_","0396","Dusa_0396","","","","真的！","","",""
"Integrated","Dusa_","0397","Dusa_0397","","","","当然。","","",""
"Integrated","Dusa_","0410","Dusa_0410","","","","——噢！","","",""
"Integrated","Dusa_","0411","Dusa_0411","","","","噢！您好，王子。","","",""
"Integrated","Dusa_","0412","Dusa_0412","","","","好吧……","","",""
"Integrated","Dusa_","0413","Dusa_0413","","","","<叹气>好吧……","","",""
"Integrated","Dusa_","0414","Dusa_0414","","","","总之呢……","","",""
"Integrated","Dusa_","0415","Dusa_0415","","","","……下次再说吧。","","",""
"Integrated","Dusa_","0416","Dusa_0416","","","","……你也知道经过了。","","",""
"Integrated","Dusa_","0417","Dusa_0417","","","","……你应该能猜到后边发生的事吧。","","",""
"Integrated","Dusa_","0418","Dusa_0418","","","","您好呀！","","",""
"Integrated","Dusa_","0419","Dusa_0419","","","","你也知道的……","","",""
"Integrated","Dusa_","0420","Dusa_0420","","","","呃……我还能怎么办呢。","","",""
"Integrated","Dusa_","0421","Dusa_0421","","","","你已经知道了大概了。","","",""
"Integrated","Dusa_","0422","Dusa_0422","","","","……我都告诉你了。","","",""
"Integrated","Dusa_","0423","Dusa_0423","","","","看到没？","","",""
"Integrated","Dusa_","0424","Dusa_0424","","","","该怎么跟你说呢？","","",""
"Darren","Dusa_","0425","Dusa_0425","","","","","","",""
"Darren","Dusa_","0426","Dusa_0426","","","","","","",""
"Darren","Dusa_","0427","Dusa_0427","","","","","","",""
"Darren","Dusa_","0428","Dusa_0428","","","","","","",""
"Darren","Dusa_","0429","Dusa_0429","","","","","","",""
"Darren","Dusa_","0430","Dusa_0430","","","","","","",""
"Integrated","Dusa_","0431","Dusa_0431","","","","噗！噗！噗！呼！","","",""
"Darren","Dusa_","0432","Dusa_0432","","","","哇！嘿！呀！喝！","","",""
"Integrated","Dusa_","0433","Dusa_0433","","","","嘶！嘶！嘶嘶！","","",""
"Integrated","Dusa_","0434","Dusa_0434","","","","","","",""
"Integrated","Dusa_","0435","Dusa_0435","","","","","","",""
"Integrated","Dusa_","0436","Dusa_0436","","","","","","",""
"Integrated","Dusa_","0437","Dusa_0437","","","","谢谢！","","",""
"Integrated","Dusa_","0438","Dusa_0438","","","","","","",""
"Integrated","Dusa_","0439","Dusa_0439","","","","","","",""
"Integrated","Dusa_","0502","Dusa_0502","","","","哦，哇哦，那不是卡戎嘛，王子殿下！","","",""
"Integrated","Dusa_","0503","Dusa_0503","","","","拜托了，请你离他远点，卡戎大人！","","",""
"Integrated","Dusa_","0504","Dusa_0504","","","","你会原谅我们的，是吧，卡戎大人？","","",""
"Integrated","Dusa_","0505","Dusa_0505","","","","呃，别太难过了，好吗，卡戎大人？","","",""
"Integrated","Dusa_","0509","Dusa_0509","","","","哦……","","",""
