"ZagreusField","ID","ID","ID","","","","Line","","","Notes by DK"
"Integrated","ZagreusField_","0038","ZagreusField_0038","","","","呵。","","",""
"Integrated","ZagreusField_","0039","ZagreusField_0039","","","","哼。","","",""
"Integrated","ZagreusField_","0040","ZagreusField_0040","","","","呵-呵。","","",""
"Integrated","ZagreusField_","0041","ZagreusField_0041","","","","嘿。","","",""
"Integrated","ZagreusField_","0042","ZagreusField_0042","","","","搞定他们。","","",""
"Integrated","ZagreusField_","0043","ZagreusField_0043","","","","接下来。","","",""
"Integrated","ZagreusField_","0044","ZagreusField_0044","","","","接下来？","","",""
"Integrated","ZagreusField_","0045","ZagreusField_0045","","","","哧。","","",""
"Integrated","ZagreusField_","0046","ZagreusField_0046","","","","噗。","","",""
"Integrated","ZagreusField_","0047","ZagreusField_0047","","","","笨蛋。","","",""
"Integrated","ZagreusField_","0048","ZagreusField_0048","","","","容易。","","",""
"Integrated","ZagreusField_","0049","ZagreusField_0049","","","","勇气可嘉。","","",""
"Integrated","ZagreusField_","0050","ZagreusField_0050","","","","晚安。","","",""
"Integrated","ZagreusField_","0051","ZagreusField_0051","","","","你死定了。","","",""
"Integrated","ZagreusField_","0052","ZagreusField_0052","","","","再见。","","",""
"Integrated","ZagreusField_","0053","ZagreusField_0053","","","","完了。","","",""
"Integrated","ZagreusField_","0054","ZagreusField_0054","","","","别了！","","",""
"Integrated","ZagreusField_","0055","ZagreusField_0055","","","","我受伤了。","","",""
"Integrated","ZagreusField_","0056","ZagreusField_0056b","","","","我彻底输了。","","",""
"Integrated","ZagreusField_","0057","ZagreusField_0057b","","","","该死，真让人头疼。","","",""
"Integrated","ZagreusField_","0058","ZagreusField_0058","","","","啊，这可不好办。","","",""
"Integrated","ZagreusField_","0059","ZagreusField_0059","","","","受不了了。","","",""
"Integrated","ZagreusField_","0060","ZagreusField_0060","","","","啊，真该死。","","",""
"Integrated","ZagreusField_","0061","ZagreusField_0061","","","","好吧，疼死了。","","",""
"Integrated","ZagreusField_","0062","ZagreusField_0062","","","","哦，不妙。","","",""
"Integrated","ZagreusField_","0063","ZagreusField_0063","","","","我快死了。","","",""
"Integrated","ZagreusField_","0064","ZagreusField_0064","","","","我是死了吗？","","",""
"Integrated","ZagreusField_","0065","ZagreusField_0065","","","","我快崩溃了。","","",""
"Integrated","ZagreusField_","0066","ZagreusField_0066","","","","我的血快流干了。","","",""
"Integrated","ZagreusField_","0067","ZagreusField_0067","","","","不...","","",""
"Integrated","ZagreusField_","0068","ZagreusField_0068","","","","啊啊！","","",""
"Integrated","ZagreusField_","0069","ZagreusField_0069","","","","什么-—？","","",""
"Integrated","ZagreusField_","0070","ZagreusField_0070","","","","怎么？","","",""
"Integrated","ZagreusField_","0071","ZagreusField_0071","","","","又来？！","","",""
"Integrated","ZagreusField_","0072","ZagreusField_0072","","","","啊哦。","","",""
"Integrated","ZagreusField_","0073","ZagreusField_0073","","","","啊啊啊！","","",""
"Integrated","ZagreusField_","0074","ZagreusField_0074","","","","不，不要！","","",""
"Integrated","ZagreusField_","0075","ZagreusField_0075","","","","啊，该死！ ","","",""
"Integrated","ZagreusField_","0076","ZagreusField_0076","","","","为什么，你...！","","",""
"Integrated","ZagreusField_","0077","ZagreusField_0077","","","","哦，不！ ","","",""
"Integrated","ZagreusField_","0078","ZagreusField_0078","","","","什么，怎么会...？","","",""
"Integrated","ZagreusField_","0079","ZagreusField_0079","","","","哇啊！","","",""
"Integrated","ZagreusField_","0080","ZagreusField_0080","","","","不，等等...！","","",""
"Integrated","ZagreusField_","0081","ZagreusField_0081","","","","用完了。","","",""
"Integrated","ZagreusField_","0082","ZagreusField_0082","","","","用完了！","","",""
"Integrated","ZagreusField_","0083","ZagreusField_0083","","","","我做不到。","","",""
"Integrated","ZagreusField_","0084","ZagreusField_0084","","","","我做不到！","","",""
"Integrated","ZagreusField_","0085","ZagreusField_0085","","","","用光了。","","",""
"Integrated","ZagreusField_","0086","ZagreusField_0086","","","","用光了！","","",""
"Integrated","ZagreusField_","0087","ZagreusField_0087","","","","不可以这样。","","",""
"Integrated","ZagreusField_","0088","ZagreusField_0088","","","","不可以这样！","","",""
"Integrated","ZagreusField_","0089","ZagreusField_0089","","","","现在不行。","","",""
"Integrated","ZagreusField_","0090","ZagreusField_0090","","","","现在不行！","","",""
"Integrated","ZagreusField_","0091","ZagreusField_0091","","","","现在...","","",""
"Integrated","ZagreusField_","0092","ZagreusField_0092","","","","就是这样。","","",""
"Integrated","ZagreusField_","0093","ZagreusField_0093","","","","都是你自找的！","","",""
"Integrated","ZagreusField_","0094","ZagreusField_0094","","","","已经给你机会了！","","",""
"Integrated","ZagreusField_","0095","ZagreusField_0095","","","","我受够了！","","",""
"Integrated","ZagreusField_","0096","ZagreusField_0096","","","","好了，就是这样！","","",""
"Integrated","ZagreusField_","0097","ZagreusField_0097","","","","够了！","","",""
"Integrated","ZagreusField_","0098","ZagreusField_0098a","","","","不要挡我的道！","","",""
"Integrated","ZagreusField_","0099","ZagreusField_0099b","","","","你知道自己在和谁打交道吗？","","",""
"Integrated","ZagreusField_","0100","ZagreusField_0100","","","","我想想...","","",""
"Integrated","ZagreusField_","0101","ZagreusField_0101a","","","","现在是哪里...？","","",""
"Integrated","ZagreusField_","0102","ZagreusField_0102","","","","哪边...","","",""
"Integrated","ZagreusField_","0103","ZagreusField_0103","","","","这是什么，暗灵？","","",""
"Integrated","ZagreusField_","0104","ZagreusField_0104","","","","有什么新鲜事，精灵？","","",""
"Greg","ZagreusField_","0105","ZagreusField_0105","","","","和我说说，幽灵。","","",""
"Integrated","ZagreusField_","0106","ZagreusField_0106","","","","一件礼物。","","",""
"Integrated","ZagreusField_","0107","ZagreusField_0107","","","","众神开口说话了。","","",""
"Integrated","ZagreusField_","0108","ZagreusField_0108a","","","","你们喜欢吗，众神？","","",""
"Integrated","ZagreusField_","0109","ZagreusField_0109","","","","有些东西。","","",""
"Integrated","ZagreusField_","0110","ZagreusField_0110","","","","我们这里有些什么。","","",""
"Integrated","ZagreusField_","0111","ZagreusField_0111","","","","感谢众神。","","",""
"Integrated","ZagreusField_","0112","ZagreusField_0112","","","","我感觉变强了。","","",""
"Integrated","ZagreusField_","0113","ZagreusField_0113","","","","我收下这件礼物。","","",""
"Integrated","ZagreusField_","0114","ZagreusField_0114","","","","那就快点吧。","","",""
"Integrated","ZagreusField_","0115","ZagreusField_0115","","","","很好。","","",""
"Integrated","ZagreusField_","0116","ZagreusField_0116","","","","更好了。","","",""
"Integrated","ZagreusField_","0117","ZagreusField_0117","","","","不错。","","",""
"Integrated","ZagreusField_","0118","ZagreusField_0118b","","","","应该能派上用场。","","",""
"Greg","ZagreusField_","0119","ZagreusField_0119","","","","恶毒之地。","","",""
"Greg","ZagreusField_","0120","ZagreusField_0120","","","","最好小心行事。","","",""
"Greg","ZagreusField_","0121","ZagreusField_0121","","","","不在这里。","","",""
"Integrated","ZagreusField_","0122","ZagreusField_0122","","","","黑暗...","","",""
"Greg","ZagreusField_","0123","ZagreusField_0123","","","","在这里必须小心。","","",""
"Integrated","ZagreusField_","0124","ZagreusField_0124","","","","我听到有动静。","","",""
"Greg","ZagreusField_","0125","ZagreusField_0125","","","","被诅咒者都在看。","","",""
"Integrated","ZagreusField_","0126","ZagreusField_0126","","","","这里好像有什么东西。","","",""
"Integrated","ZagreusField_","0127","ZagreusField_0127","","","","你。是过来了却我父亲的心愿的吗？","","",""
"Integrated","ZagreusField_","0128","ZagreusField_0128","","","","你。过来，我们一起跳支舞。","","",""
"Integrated","ZagreusField_","0129","ZagreusField_0129","","","","我的命运，由我做主。","","",""
"Integrated","ZagreusField_","0130","ZagreusField_0130","","","","我不会让这样的事情发生。","","",""
"Integrated","ZagreusField_","0131","ZagreusField_0131","","","","我有个更好的主意。","","",""
"Integrated","ZagreusField_","0132","ZagreusField_0132","","","","我们来试试这样做。","","",""
"Integrated","ZagreusField_","0133","ZagreusField_0133","","","","这样更好。","","",""
"Integrated","ZagreusField_","0134","ZagreusField_0134","","","","嗯。","","",""
"Integrated","ZagreusField_","0135","ZagreusField_0135","","","","不错。","","",""
"Integrated","ZagreusField_","0136","ZagreusField_0136","","","","拜托，墨纪。我们不是相互之间受够了对方吗？再说，我听说西西弗斯非常寂寞。","","",""
"Integrated","ZagreusField_","0139","ZagreusField_0139","","","","...好吧，我不得不说。","","",""
"Integrated","ZagreusField_","0140","ZagreusField_0140","","","","呃...那好吧，我想也只能坚持下去。","","",""
"Integrated","ZagreusField_","0141","ZagreusField_0141","","","","您是不是欧律狄刻？我们一位共同的朋友让我找您。我有一份来自俄耳甫斯的信。他说他关于发生了的事很抱歉。相信我，我看得出他是真心的。","","",""
"Unused","ZagreusField_","0142","ZagreusField_0142","","","","哦，你也知道，出去散散心也不错。不过，请你帮个忙，如果你见到复仇女神三姐妹，告诉她们我打道回府了，好吗...？而我现在也可以给你搭把手。","","",""
"Integrated","ZagreusField_","0144","ZagreusField_0144","","","","深有同感，先生。有时间你一定要告诉我你是怎么骗到我父亲的。我得跟你学学。而现在，让我来帮你一把。","","",""
"Integrated","ZagreusField_","0146","ZagreusField_0146","","","","看那里。契约的货物肯定不见了。","","",""
"Integrated","ZagreusField_","0147","ZagreusField_0147","","","","是时候做些改变了。","","",""
"Integrated","ZagreusField_","0148","ZagreusField_0148","","","","我需要一件武器。","","",""
"Integrated","ZagreusField_","0149","ZagreusField_0149","","","","好好地武装自己。","","",""
"Integrated","ZagreusField_","0150","ZagreusField_0150","","","","那是从哪里来的...？阿喀琉斯？","","",""
"Integrated","ZagreusField_","0151","ZagreusField_0151","","","","斯第格思，冥界之刃；我需要你的力量。","","",""
"Integrated","ZagreusField_","0152","ZagreusField_0152","","","","埃癸斯，混沌之盾；请把你的力量借给我。","","",""
"Integrated","ZagreusField_","0153","ZagreusField_0153","","","","瓦拉塔，永恒之矛；请和我一起并肩作战。","","",""
"Integrated","ZagreusField_","0154","ZagreusField_0154","","","","科罗纳赫特，索心弓；我们来让死亡如影随形。","","",""
"Integrated","ZagreusField_","0156","ZagreusField_0156","","","","我想试试这个。","","",""
"Integrated","ZagreusField_","0157","ZagreusField_0157","","","","好像哪里不大对...","","",""
"Integrated","ZagreusField_","0158","ZagreusField_0158","","","","哪里出了毛病...","","",""
"Integrated","ZagreusField_","0159","ZagreusField_0159","","","","啊，哦...","","",""
"Integrated","ZagreusField_","0160","ZagreusField_0160","","","","看来我要做个决断。","","",""
"Integrated","ZagreusField_","0161","ZagreusField_0161","","","","众神要我挑选出最喜欢的一件。","","",""
"Integrated","ZagreusField_","0162","ZagreusField_0162","","","","众神希望我做出选择。","","",""
"Integrated","ZagreusField_","0163","ZagreusField_0163","","","","很抱歉，雅典娜。","","",""
"Integrated","ZagreusField_","0164","ZagreusField_0164","","","","对不起，众神之王宙斯。","","",""
"Integrated","ZagreusField_","0165","ZagreusField_0165","","","","不好意思，叔叔。","","",""
"Integrated","ZagreusField_","0166","ZagreusField_0166","","","","对不起，迪奥尼索司。","","",""
"Integrated","ZagreusField_","0167","ZagreusField_0167","","","","我觉得两条路都很糟糕。","","",""
"Integrated","ZagreusField_","0168","ZagreusField_0168","","","","那么，就选这条路吧。","","",""
"Integrated","ZagreusField_","0169","ZagreusField_0169","","","","我猜，我把她激怒了。","","",""
"Integrated","ZagreusField_","0170","ZagreusField_0170","","","","我猜，我把他激怒了。","","",""
"Integrated","ZagreusField_","0171","ZagreusField_0171","","","","我貌似激怒她了。","","",""
"Integrated","ZagreusField_","0172","ZagreusField_0172","","","","我貌似激怒他了。","","",""
"Integrated","ZagreusField_","0173","ZagreusField_0173","","","","回头见，墨纪。","","",""
"Integrated","ZagreusField_","0174","ZagreusField_0174","","","","那次把你打败了，墨纪。","","",""
"Integrated","ZagreusField_","0175","ZagreusField_0175","","","","你输了。","","",""
"Integrated","ZagreusField_","0176","ZagreusField_0176","","","","以哈迪斯之名。","","",""
"Integrated","ZagreusField_","0177","ZagreusField_0177","","","","现在是改变的好时机。","","",""
"Integrated","ZagreusField_","0178","ZagreusField_0178","","","","听着，我用我的权威说话。","","",""
"Integrated","ZagreusField_","0179","ZagreusField_0179","","","","谢谢你，朋友。","","",""
"Integrated","ZagreusField_","0180","ZagreusField_0180","","","","我的荣幸，卡戎。","","",""
"Integrated","ZagreusField_","0181","ZagreusField_0181","","","","不要在一棵树上吊死，朋友。","","",""
"Integrated","ZagreusField_","0182","ZagreusField_0182","","","","交易的乐趣。","","",""
"Integrated","ZagreusField_","0183","ZagreusField_0183","","","","这是我到过的最远的地方。","","",""
"Integrated","ZagreusField_","0184","ZagreusField_0184","","","","从来没走过这么远。","","",""
"Integrated","ZagreusField_","0185","ZagreusField_0185","","","","我被困住了...！","","",""
"Integrated","ZagreusField_","0186","ZagreusField_0186","","","","那么，我们开始吧...","","",""
"Integrated","ZagreusField_","0187","ZagreusField_0187","","","","你以为搞定我了吗？","","",""
"Integrated","ZagreusField_","0188","ZagreusField_0188","","","","还差一点...","","",""
"Integrated","ZagreusField_","0189","ZagreusField_0189","","","","还需要点时间...","","",""
"Integrated","ZagreusField_","0190","ZagreusField_0190","","","","必须坚持住...","","",""
"Integrated","ZagreusField_","0191","ZagreusField_0191","","","","好了，现在好多了！","","",""
"Integrated","ZagreusField_","0192","ZagreusField_0192","","","","我们做到了。","","",""
"Integrated","ZagreusField_","0193","ZagreusField_0193","","","","安静、祥和。","","",""
"Integrated","ZagreusField_","0194","ZagreusField_0194","","","","让我来承受吧。","","",""
"Integrated","ZagreusField_","0195","ZagreusField_0195","","","","开始吧。","","",""
"Integrated","ZagreusField_","0196","ZagreusField_0196","","","","打我。","","",""
"Integrated","ZagreusField_","0197","ZagreusField_0197","","","","我可以忍受。","","",""
"Integrated","ZagreusField_","0198","ZagreusField_0198","","","","也可以。","","",""
"Integrated","ZagreusField_","0199","ZagreusField_0199","","","","好吧。","","",""
"Integrated","ZagreusField_","0200","ZagreusField_0200","","","","呃...","","",""
"Integrated","ZagreusField_","0201","ZagreusField_0201","","","","有意思。","","",""
"Integrated","ZagreusField_","0202","ZagreusField_0202","","","","在哪里...","","",""
"Integrated","ZagreusField_","0203","ZagreusField_0203","","","","我们来看看。","","",""
"Integrated","ZagreusField_","0204","ZagreusField_0204","","","","好了...","","",""
"Integrated","ZagreusField_","0205","ZagreusField_0205","","","","现在没事了。","","",""
"Integrated","ZagreusField_","0206","ZagreusField_0206","","","","呼。","","",""
"Integrated","ZagreusField_","0207","ZagreusField_0207","","","","我现在的状态不佳。","","",""
"Integrated","ZagreusField_","0208","ZagreusField_0208","","","","我受了重伤。","","",""
"Integrated","ZagreusField_","0209","ZagreusField_0209","","","","好像被暴打了一顿。","","",""
"Integrated","ZagreusField_","0210","ZagreusField_0210","","","","把我排除在外了。","","",""
"Integrated","ZagreusField_","0211","ZagreusField_0211","","","","认真的吗？","","",""
"Integrated","ZagreusField_","0212","ZagreusField_0212","","","","啊，天呐。","","",""
"Integrated","ZagreusField_","0213","ZagreusField_0213","","","","我只要属于我的东西。","","",""
"Integrated","ZagreusField_","0214","ZagreusField_0214","","","","打开。","","",""
"Integrated","ZagreusField_","0215","ZagreusField_0215","","","","就凭你们？","","",""
"Unused","ZagreusField_","0216","ZagreusField_0216","","","","你拿了我的宝贝。","","",""
"Integrated","ZagreusField_","0217","ZagreusField_0217","","","","过来拿走呀。","","",""
"Integrated","ZagreusField_","0218","ZagreusField_0218","","","","我们速战速决。","","",""
"Integrated","ZagreusField_","0219","ZagreusField_0219","","","","别浪费时间。","","",""
"Integrated","ZagreusField_","0220","ZagreusField_0220","","","","终于。","","",""
"Integrated","ZagreusField_","0221","ZagreusField_0221","","","","就这样。","","",""
"Integrated","ZagreusField_","0222","ZagreusField_0222","","","","现在去拿。","","",""
"Greg","ZagreusField_","0223","ZagreusField_0223","","","","现在应该开了。","","",""
"Integrated","ZagreusField_","0224","ZagreusField_0224","","","","我们走。","","",""
"Integrated","ZagreusField_","0225","ZagreusField_0225","","","","在那边。","","",""
"Integrated","ZagreusField_","0226","ZagreusField_0226","","","","那边。","","",""
"Integrated","ZagreusField_","0227","ZagreusField_0227","","","","就在那里。","","",""
"Integrated","ZagreusField_","0228","ZagreusField_0228","","","","很好。","","",""
"Integrated","ZagreusField_","0229","ZagreusField_0229","","","","不错。","","",""
"Integrated","ZagreusField_","0230","ZagreusField_0230","","","","太棒了。","","",""
"Integrated","ZagreusField_","0231","ZagreusField_0231","","","","非常好。","","",""
"Integrated","ZagreusField_","0232","ZagreusField_0232","","","","它是我的了。","","",""
"Integrated","ZagreusField_","0233","ZagreusField_0233","","","","全部是我的。","","",""
"Integrated","ZagreusField_","0234","ZagreusField_0234","","","","谢谢，父亲。","","",""
"Integrated","ZagreusField_","0235","ZagreusField_0235","","","","我不会客气的。","","",""
"Integrated","ZagreusField_","0236","ZagreusField_0236","","","","开心点。","","",""
"Integrated","ZagreusField_","0237","ZagreusField_0237","","","","太热了。","","",""
"Integrated","ZagreusField_","0238","ZagreusField_0238","","","","还没呢。","","",""
"Integrated","ZagreusField_","0239","ZagreusField_0239","","","","还早着呢！","","",""
"Greg","ZagreusField_","0240","ZagreusField_0240","","","","哇。","","",""
"Greg","ZagreusField_","0241","ZagreusField_0241","","","","哇！","","",""
"Greg","ZagreusField_","0242","ZagreusField_0242","","","","啊。","","",""
"Greg","ZagreusField_","0243","ZagreusField_0243","","","","啊！","","",""
"Integrated","ZagreusField_","0244","ZagreusField_0244","","","","没办法！","","",""
"Integrated","ZagreusField_","0245","ZagreusField_0245","","","","不可避免！","","",""
"Integrated","ZagreusField_","0246","ZagreusField_0246","","","","必须战斗！","","",""
"Integrated","ZagreusField_","0247","ZagreusField_0247","","","","被困住了！","","",""
"Integrated","ZagreusField_","0248","ZagreusField_0248","","","","没用！","","",""
"Integrated","ZagreusField_","0249","ZagreusField_0249","","","","没有用的！","","",""
"Integrated","ZagreusField_","0250","ZagreusField_0250","","","","哦，对了。","","",""
"Integrated","ZagreusField_","0251","ZagreusField_0251","","","","忘了什么东西。","","",""
"Integrated","ZagreusField_","0252","ZagreusField_0252","","","","还是关着。","","",""
"Integrated","ZagreusField_","0253","ZagreusField_0253","","","","还是关着？","","",""
"Integrated","ZagreusField_","0254","ZagreusField_0254","","","","现在呢。","","",""
"Integrated","ZagreusField_","0255","ZagreusField_0255","","","","现在怎样？","","",""
"Integrated","ZagreusField_","0256","ZagreusField_0256","","","","最好多囤一点。","","",""
"Integrated","ZagreusField_","0257","ZagreusField_0257","","","","肯定能用得上。","","",""
"Integrated","ZagreusField_","0258","ZagreusField_0258","","","","好吧...","","",""
"Integrated","ZagreusField_","0259","ZagreusField_0259","","","","必须继续前进。","","",""
"Integrated","ZagreusField_","0260","ZagreusField_0260","","","","那我们走吧。","","",""
"Integrated","ZagreusField_","0261","ZagreusField_0261","","","","变热了。","","",""
"Integrated","ZagreusField_","0262","ZagreusField_0262","","","","总算有点进展了。","","",""
"Integrated","ZagreusField_","0263","ZagreusField_0263","","","","至少周围环境不一样了。","","",""
"Integrated","ZagreusField_","0264","ZagreusField_0264","","","","水仙花平原...","","",""
"Integrated","ZagreusField_","0265","ZagreusField_0265","","","","成功到了水仙花平原...","","",""
"Integrated","ZagreusField_","0266","ZagreusField_0266","","","","在那边...","","",""
"Integrated","ZagreusField_","0267","ZagreusField_0267","","","","清场完毕。","","",""
"Integrated","ZagreusField_","0268","ZagreusField_0268","","","","很好。","","",""
"Integrated","ZagreusField_","0269","ZagreusField_0269","","","","哟。","","",""
"Integrated","ZagreusField_","0270","ZagreusField_0270","","","","一切就绪。","","",""
"Integrated","ZagreusField_","0271","ZagreusField_0271","","","","现在去收集。","","",""
"Integrated","ZagreusField_","0272","ZagreusField_0272","","","","它是我的了。","","",""
"Integrated","ZagreusField_","0273","ZagreusField_0273","","","","我的。","","",""
"Integrated","ZagreusField_","0274","ZagreusField_0274","","","","继续前进。","","",""
"Integrated","ZagreusField_","0275","ZagreusField_0275","","","","呃-嗯。","","",""
"Integrated","ZagreusField_","0276","ZagreusField_0276","","","","我要拿走那件。","","",""
"Integrated","ZagreusField_","0277","ZagreusField_0277","","","","没问题。","","",""
"Integrated","ZagreusField_","0278","ZagreusField_0278","","","","好了。","","",""
"Unused","ZagreusField_","0279","ZagreusField_0279","","","","嘿，小伙子们。","","",""
"Unused","ZagreusField_","0280","ZagreusField_0280","","","","我们走吧，小伙子们。","","",""
"Unused","ZagreusField_","0281","ZagreusField_0281","","","","准备好了吗，小伙子们？","","",""
"Unused","ZagreusField_","0282","ZagreusField_0282","","","","我们就去这里。","","",""
"Unused","ZagreusField_","0283","ZagreusField_0283","","","","又是你们。","","",""
"Integrated","ZagreusField_","0284","ZagreusField_0284","","","","看看这个...","","",""
"Integrated","ZagreusField_","0285","ZagreusField_0285","","","","哇...","","",""
"Integrated","ZagreusField_","0286","ZagreusField_0286","","","","大发现。","","",""
"Integrated","ZagreusField_","0287","ZagreusField_0287","","","","哦...","","",""
"Integrated","ZagreusField_","0288","ZagreusField_0288","","","","一件纪念品。","","",""
"Integrated","ZagreusField_","0289","ZagreusField_0289","","","","我快不行了！","","",""
"Integrated","ZagreusField_","0290","ZagreusField_0290","","","","啊，不！","","",""
"Integrated","ZagreusField_","0291","ZagreusField_0291","","","","不好！","","",""
"Integrated","ZagreusField_","0292","ZagreusField_0292","","","","啊！","","",""
"Integrated","ZagreusField_","0293","ZagreusField_0293","","","","不不不！","","",""
"Integrated","ZagreusField_","0294","ZagreusField_0294","","","","还没死！","","",""
"Integrated","ZagreusField_","0295","ZagreusField_0295","","","","哈，哈...","","",""
"Integrated","ZagreusField_","0296","ZagreusField_0296","","","","只是热身而已。","","",""
"Integrated","ZagreusField_","0297","ZagreusField_0297","","","","这才像话。","","",""
"Integrated","ZagreusField_","0298","ZagreusField_0298","","","","燃起来了。","","",""
"Integrated","ZagreusField_","0299","ZagreusField_0299","","","","轻松多了。","","",""
"Integrated","ZagreusField_","0300","ZagreusField_0300","","","","好多了。","","",""
"Integrated","ZagreusField_","0301","ZagreusField_0301","","","","我们走。","","",""
"Integrated","ZagreusField_","0302","ZagreusField_0302","","","","呃。","","",""
"Integrated","ZagreusField_","0303","ZagreusField_0303","","","","哟...","","",""
"Integrated","ZagreusField_","0304","ZagreusField_0304","","","","死。","","",""
"Integrated","ZagreusField_","0305","ZagreusField_0305","","","","去死！","","",""
"Integrated","ZagreusField_","0306","ZagreusField_0306","","","","走开。","","",""
"Integrated","ZagreusField_","0307","ZagreusField_0307","","","","笨蛋。","","",""
"Integrated","ZagreusField_","0308","ZagreusField_0308","","","","废物。","","",""
"Integrated","ZagreusField_","0309","ZagreusField_0309","","","","现在怎样！","","",""
"Integrated","ZagreusField_","0310","ZagreusField_0310","","","","喜欢吗？","","",""
"Integrated","ZagreusField_","0311","ZagreusField_0311","","","","痛苦。","","",""
"Integrated","ZagreusField_","0312","ZagreusField_0312","","","","你是我的了。","","",""
"Integrated","ZagreusField_","0313","ZagreusField_0313","","","","弱者。","","",""
"Integrated","ZagreusField_","0314","ZagreusField_0314","","","","弱者！","","",""
"Integrated","ZagreusField_","0315","ZagreusField_0315","","","","暗灵。","","",""
"Integrated","ZagreusField_","0316","ZagreusField_0316","","","","现在呢。","","",""
"Integrated","ZagreusField_","0317","ZagreusField_0317","","","","够了。","","",""
"Integrated","ZagreusField_","0318","ZagreusField_0318","","","","不看看是谁。","","",""
"Integrated","ZagreusField_","0319","ZagreusField_0319","","","","总是令人愉快。","","",""
"Integrated","ZagreusField_","0320","ZagreusField_0320","","","","你好呀，伙计。","","",""
"Integrated","ZagreusField_","0321","ZagreusField_0321","","","","死得痛快点。","","",""
"Integrated","ZagreusField_","0322","ZagreusField_0322","","","","惊喜。","","",""
"Integrated","ZagreusField_","0323","ZagreusField_0323","","","","对他们来说太多了。","","",""
"Integrated","ZagreusField_","0324","ZagreusField_0324","","","","嗨，墨纪。","","",""
"Unused","ZagreusField_","0325","ZagreusField_0325","","","","好呀，墨纪拉。","","",""
"Integrated","ZagreusField_","0326","ZagreusField_0326","","","","嘿，墨纪。","","",""
"Integrated","ZagreusField_","0327","ZagreusField_0327","","","","太好了！","","",""
"Integrated","ZagreusField_","0328","ZagreusField_0328","","","","太好了。","","",""
"Integrated","ZagreusField_","0329","ZagreusField_0329","","","","我做到了！","","",""
"Integrated","ZagreusField_","0330","ZagreusField_0330","","","","我做到了。","","",""
"Integrated","ZagreusField_","0331","ZagreusField_0331","","","","没想到我能走这么远。","","",""
"Integrated","ZagreusField_","0332","ZagreusField_0332","","","","这是最远的一次？","","",""
