"Minotaur","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK"
"Darren","Minotaur_","0140","Minotaur_0140","","","","干扰你！","","",""
"Darren","Minotaur_","0141","Minotaur_0141","","","","这个如何。","","",""
"Darren","Minotaur_","0142","Minotaur_0142","","","","我叫人了，小矮个。","","",""
"Darren","Minotaur_","0143","Minotaur_0143","","","","来吧，蛇发女妖！","","",""
"Darren","Minotaur_","0144","Minotaur_0144","","","","蛇发女妖…！","","",""
"Darren","Minotaur_","0145","Minotaur_0145","","","","可恶的蛇发女妖…！","","",""
"Integrated","Minotaur_","0146","Minotaur_0146","","","","好了。","","",""
"Integrated","Minotaur_","0147","Minotaur_0147","","","","还没倒下啊。","","",""
"Integrated","Minotaur_","0148","Minotaur_0148","","","","你活下来了。","","",""
"Integrated","Minotaur_","0149","Minotaur_0149","","","","你还没死呢。","","",""
"Integrated","Minotaur_","0150","Minotaur_0150","","","","你很强。","","",""
"Integrated","Minotaur_","0151","Minotaur_0151","","","","跟我战斗。","","",""
"Integrated","Minotaur_","0152","Minotaur_0152","","","","活下来了…","","",""
"Integrated","Minotaur_","0153","Minotaur_0153","","","","就是这样。","","",""
"Integrated","Minotaur_","0154","Minotaur_0154","","","","再来。","","",""
"Integrated","Minotaur_","0155","Minotaur_0155","","","","还没完呢。","","",""
"Integrated","Minotaur_","0156","Minotaur_0156","","","","开打。","","",""
"Integrated","Minotaur_","0157","Minotaur_0157","","","","呃。","","",""
"Integrated","Minotaur_","0158","Minotaur_0158","","","","嗯。","","",""
"Integrated","Minotaur_","0159","Minotaur_0159","","","","好的。","","",""
"Integrated","Minotaur_","0160","Minotaur_0160","","","","再来一次。","","",""
"Integrated","Minotaur_","0161","Minotaur_0161","","","","去死吧。","","",""
"Integrated","Minotaur_","0162","Minotaur_0162","","","","倒下！","","",""
"Integrated","Minotaur_","0163","Minotaur_0163","","","","众神…","","",""
"Integrated","Minotaur_","0164","Minotaur_0164","","","","神啊。","","",""
"Integrated","Minotaur_","0165","Minotaur_0165","","","","真机灵。","","",""
"Integrated","Minotaur_","0166","Minotaur_0166","","","","嚯…","","",""
"Integrated","Minotaur_","0167","Minotaur_0167","","","","呃。","","",""
"Integrated","Minotaur_","0168","Minotaur_0168","","","","不错。","","",""
"Integrated","Minotaur_","0169","Minotaur_0169","","","","怎么…","","",""
"Integrated","Minotaur_","0170","Minotaur_0170","","","","哼。","","",""
"Integrated","Minotaur_","0171","Minotaur_0171","","","","又来了。","","",""
"Integrated","Minotaur_","0172","Minotaur_0172","","","","又来了？","","",""
"Integrated","Minotaur_","0173","Minotaur_0173","","","","出来面对我。","","",""
"Integrated","Minotaur_","0174","Minotaur_0174","","","","像我的王一样。","","",""
"Integrated","Minotaur_","0175","Minotaur_0175","","","","众神是反复无常的。","","",""
"Integrated","Minotaur_","0176","Minotaur_0176","","","","众神的恩宠…","","",""
"Integrated","Minotaur_","0177","Minotaur_0177","","","","抓到你了。","","",""
"Integrated","Minotaur_","0178","Minotaur_0178","","","","当心。","","",""
"Integrated","Minotaur_","0179","Minotaur_0179","","","","现在…","","",""
"Integrated","Minotaur_","0180","Minotaur_0180","","","","跟我战斗。","","",""
"Integrated","Minotaur_","0181","Minotaur_0181","","","","呵。","","",""
"Integrated","Minotaur_","0182","Minotaur_0182","","","","<鼻息声>","","",""
"Integrated","Minotaur_","0183","Minotaur_0183","","","","嗯。<鼻息声>","","",""
"Integrated","Minotaur_","0184","Minotaur_0184","","","","好了。","","",""
"Integrated","Minotaur_","0185","Minotaur_0185","","","","倒下。","","",""
"Integrated","Minotaur_","0186","Minotaur_0186","","","","痛苦。","","",""
"Integrated","Minotaur_","0187","Minotaur_0187","","","","破坏。","","",""
"Integrated","Minotaur_","0188","Minotaur_0188","","","","我要碾碎你。","","",""
"Integrated","Minotaur_","0189","Minotaur_0189","","","","呃啊。","","",""
"Integrated","Minotaur_","0190","Minotaur_0190","","","","你很快。","","",""
"Integrated","Minotaur_","0191","Minotaur_0191","","","","有趣。","","",""
"Integrated","Minotaur_","0192","Minotaur_0192","","","","好的。","","",""
"Integrated","Minotaur_","0193","Minotaur_0193","","","","哧。","","",""
"Integrated","Minotaur_","0194","Minotaur_0194","","","","<鼻息声>","","",""
"Integrated","Minotaur_","0195","Minotaur_0195","","","","可恶。","","",""
"Integrated","Minotaur_","0196","Minotaur_0196","","","","你。","","",""
"Integrated","Minotaur_","0197","Minotaur_0197","","","","好吧。","","",""
"Integrated","Minotaur_","0198","Minotaur_0198","","","","呃。","","",""
"Integrated","Minotaur_","0199","Minotaur_0199","","","","什么。","","",""
"Integrated","Minotaur_","0200","Minotaur_0200","","","","怎么。","","",""
"Integrated","Minotaur_","0201","Minotaur_0201","","","","那么。","","",""
"Integrated","Minotaur_","0202","Minotaur_0202","","","","没用。","","",""
"Integrated","Minotaur_","0203","Minotaur_0203","","","","不。","","",""
"Integrated","Minotaur_","0204","Minotaur_0204","","","","<鼻息声>","","",""
"Integrated","Minotaur_","0205","Minotaur_0205","","","","连皮都没有蹭到。","","",""
"Integrated","Minotaur_","0206","Minotaur_0206","","","","弱者。","","",""
"Integrated","Minotaur_","0207","Minotaur_0207","","","","真的。","","",""
"Integrated","Minotaur_","0208","Minotaur_0208","","","","呃。","","",""
"Integrated","Minotaur_","0209","Minotaur_0209","","","","我不这么认为。","","",""
"Integrated","Minotaur_","0210","Minotaur_0210","","","","真是高尚。","","",""
"Integrated","Minotaur_","0211","Minotaur_0211","","","","正合我意。","","",""
"Integrated","Minotaur_","0212","Minotaur_0212","","","","又毁灭一个挑战者。","","",""
"Integrated","Minotaur_","0213","Minotaur_0213","","","","破坏。","","",""
"Integrated","Minotaur_","0214","Minotaur_0214","","","","屠杀。","","",""
"Integrated","Minotaur_","0215","Minotaur_0215","","","","<鼻息声>打得不错。","","",""
"Integrated","Minotaur_","0216","Minotaur_0216","","","","最强战士和我永远站在顶端。","","",""
"Integrated","Minotaur_","0217","Minotaur_0217","","","","你完了。","","",""
"Integrated","Minotaur_","0218","Minotaur_0218","","","","就凭你这样也想打败我。","","",""
"Integrated","Minotaur_","0219","Minotaur_0219","","","","我在这里等着你回来。","","",""
"Integrated","Minotaur_","0220","Minotaur_0220","","","","希望这次失败能点燃你满腔的复仇怒火。","","",""
"Integrated","Minotaur_","0221","Minotaur_0221","","","","每一位挑战者都值得尊敬。","","",""
"Integrated","Minotaur_","0222","Minotaur_0222","","","","这就是挑战我的人的下场。","","",""
"Integrated","Minotaur_","0223","Minotaur_0223","","","","重回地狱深渊吧，小矮个。","","",""
"Integrated","Minotaur_","0224","Minotaur_0224","","","","<鼻息声><笑声>","","",""
"Integrated","Minotaur_","0225","Minotaur_0225","","","","<鼻息声><笑声>","","",""
"Integrated","Minotaur_","0226","Minotaur_0226","","","","<鼻息声><笑声>","","",""
"Integrated","Minotaur_","0227","Minotaur_0227","","","","我…倒下了…","","",""
"Integrated","Minotaur_","0228","Minotaur_0228","","","","败了…","","",""
"Integrated","Minotaur_","0229","Minotaur_0229","","","","呃，啊啊啊啊。","","",""
"Integrated","Minotaur_","0230","Minotaur_0230","","","","不，不不不不。","","",""
"Integrated","Minotaur_","0231","Minotaur_0231","","","","呃，怎么…","","",""
"Integrated","Minotaur_","0232","Minotaur_0232","","","","打得…不错…","","",""
"Integrated","Minotaur_","0233","Minotaur_0233","","","","你很…强…","","",""
"Integrated","Minotaur_","0234","Minotaur_0234","","","","我的王，我…","","",""
"Integrated","Minotaur_","0235","Minotaur_0235","","","","呃，不行了…","","",""
"Integrated","Minotaur_","0236","Minotaur_0236","","","","哈，哈哈哈…","","",""
"Integrated","Minotaur_","0237","Minotaur_0237","","","","谢谢…你…","","",""
"Integrated","Minotaur_","0238","Minotaur_0238","","","","打得…漂亮…","","",""
"Integrated","Minotaur_","0239","Minotaur_0239","","","","呃呃，又来…？","","",""
"Integrated","Minotaur_","0240","Minotaur_0240","","","","你…打败我了…","","",""
"Integrated","Minotaur_","0241","Minotaur_0241","","","","可恶…呃啊…","","",""
"Integrated","Minotaur_","0242","Minotaur_0242","","","","我的王！","","",""
"Integrated","Minotaur_","0243","Minotaur_0243","","","","不，我的王！","","",""
"Integrated","Minotaur_","0244","Minotaur_0244","","","","忒修斯！","","",""
"Integrated","Minotaur_","0245","Minotaur_0245","","","","不，忒修斯！","","",""
"Integrated","Minotaur_","0246","Minotaur_0246","","","","最强战士…！","","",""
"Integrated","Minotaur_","0247","Minotaur_0247","","","","不…！","","",""
"Integrated","Minotaur_","0248","Minotaur_0248","","","","可恶…！","","",""
"Integrated","Minotaur_","0249","Minotaur_0249","","","","你…！","","",""
"Integrated","Minotaur_","0250","Minotaur_0250","","","","怎么…！","","",""
"Integrated","Minotaur_","0251","Minotaur_0251","","","","什么？","","",""
"Integrated","Minotaur_","0252","Minotaur_0252","","","","我的王，输了？","","",""
"Integrated","Minotaur_","0271","Minotaur_0271","","","","呃啊……","","",""
"Integrated","Minotaur_","0272","Minotaur_0272","","","","我的王，你……","","",""
"Integrated","Minotaur_","0273","Minotaur_0273","","","","我……恨……","","",""
"Integrated","Minotaur_","0274","Minotaur_0274","","","","什么，我……","","",""
"Integrated","Minotaur_","0275","Minotaur_0275","","","","嗯嗯。","","",""
"Integrated","Minotaur_","0276","Minotaur_0276","","","","我的王……！","","",""
"Integrated","Minotaur_","0277","Minotaur_0277","","","","嗯嗯嗯？","","",""
"Integrated","Minotaur_","0278","Minotaur_0278","","","","我的头，呃……","","",""
"Integrated","Minotaur_","0279","Minotaur_0279","","","","","","",""
"Integrated","Minotaur_","0280","Minotaur_0280","","","","","","",""
"Integrated","Minotaur_","0281","Minotaur_0281","","","","","","",""
"Integrated","Minotaur_","0282","Minotaur_0282","","","","","","",""
"Integrated","Minotaur_","0283","Minotaur_0283","","","","","","",""
"Integrated","Minotaur_","0284","Minotaur_0284","","","","","","",""
"Integrated","Minotaur_","0285","Minotaur_0285","","","","","","",""
"Integrated","Minotaur_","0286","Minotaur_0286","","","","","","",""
"Integrated","Minotaur_","0287","Minotaur_0287","","","","","","",""
"Integrated","Minotaur_","0288","Minotaur_0288","","","","","","",""
"Integrated","Minotaur_","0289","Minotaur_0289","","","","","","",""
"Integrated","Minotaur_","0290","Minotaur_0290","","","","","","",""
"Integrated","Minotaur_","0291","Minotaur_0291","","","","","","",""
"Integrated","Minotaur_","0292","Minotaur_0292","","","","","","",""
"Integrated","Minotaur_","0293","Minotaur_0293","","","","","","",""
"Integrated","Minotaur_","0294","Minotaur_0294","","","","","","",""
"Integrated","Minotaur_","0295","Minotaur_0295","","","","","","",""
"Integrated","Minotaur_","0296","Minotaur_0296","","","","","","",""
"Integrated","Minotaur_","0297","Minotaur_0297","","","","","","",""
"Integrated","Minotaur_","0298","Minotaur_0298","","","","","","",""
"Integrated","Minotaur_","0299","Minotaur_0299","","","","","","",""
"Integrated","Minotaur_","0300","Minotaur_0300","","","","","","",""
"Integrated","Minotaur_","0301","Minotaur_0301","","","","","","",""
"Integrated","Minotaur_","0302","Minotaur_0302","","","","","","",""
"Integrated","Minotaur_","0303","Minotaur_0303","","","","","","",""
"Integrated","Minotaur_","0304","Minotaur_0304","","","","","","",""
"Integrated","Minotaur_","0305","Minotaur_0305","","","","","","",""
"Integrated","Minotaur_","0306","Minotaur_0306","","","","","","",""
"Integrated","Minotaur_","0307","Minotaur_0307","","","","","","",""
"Integrated","Minotaur_","0308","Minotaur_0308","","","","","","",""
"Integrated","Minotaur_","0309","Minotaur_0309","","","","","","",""
"Integrated","Minotaur_","0310","Minotaur_0310","","","","","","",""
"Integrated","Minotaur_","0311","Minotaur_0311","","","","","","",""
"Integrated","Minotaur_","0325","Minotaur_0325","","","","<鼻息声>","","",""
"Integrated","Minotaur_","0326","Minotaur_0326","","","","你。","","",""
"Integrated","Minotaur_","0327","Minotaur_0327","","","","呵嗯。","","",""
"Integrated","Minotaur_","0328","Minotaur_0328","","","","啊。","","",""
"Integrated","Minotaur_","0329","Minotaur_0329","","","","不错。","","",""
"Integrated","Minotaur_","0330","Minotaur_0330","","","","挑战者来了。","","",""
"Integrated","Minotaur_","0331","Minotaur_0331","","","","又是你。","","",""
"Integrated","Minotaur_","0332","Minotaur_0332","","","","是你。","","",""
