"MegaeraField","ID","ID","ID","","","","Line"
"Integrated","MegaeraField_","0342","MegaeraField_0342","","","","提西福涅……！"
"Integrated","MegaeraField_","0343","MegaeraField_0343","","","","这边，提西！"
"Integrated","MegaeraField_","0344","MegaeraField_0344","","","","这边，提西……！"
"Integrated","MegaeraField_","0345","MegaeraField_0345","","","","提西，现在！"
"Integrated","MegaeraField_","0346","MegaeraField_0346","","","","提西福涅，现在，快！！"
"Integrated","MegaeraField_","0347","MegaeraField_0347","","","","现在，提西！"
"Integrated","MegaeraField_","0348","MegaeraField_0348","","","","现在，提西！！"
"Integrated","MegaeraField_","0349","MegaeraField_0349","","","","提西福涅，杀了他！"
"Integrated","MegaeraField_","0350","MegaeraField_0350","","","","提西福涅，杀！"
"Darren","MegaeraField_","0351","MegaeraField_0351","","","","提西福涅！！"
"Darren","MegaeraField_","0352","MegaeraField_0352","","","","提西，不要……"
"Darren","MegaeraField_","0353","MegaeraField_0353","","","","提西福涅……"
"Integrated","MegaeraField_","0354","MegaeraField_0354","","","","准备好，提西。"
"Darren","MegaeraField_","0355","MegaeraField_0355","","","","我准备好了，姐妹们。"
"Integrated","MegaeraField_","0356","MegaeraField_0356","","","","来啊，妹妹们！"
"Integrated","MegaeraField_","0357","MegaeraField_0357","","","","现在，妹妹们！"
"Integrated","MegaeraField_","0358","MegaeraField_0358","","","","准备，妹妹们！"
"Integrated","MegaeraField_","0359","MegaeraField_0359","","","","准备好，妹妹们。"
"Integrated","MegaeraField_","0360","MegaeraField_0360","","","","准备好了吗，妹妹们？"
"Integrated","MegaeraField_","0361","MegaeraField_0361","","","","阿勒克图，提西福涅，就是现在！！"
"Integrated","MegaeraField_","0362","MegaeraField_0362","","","","阿勒克图，提西，你们准备好了吗？"
"Integrated","MegaeraField_","0363","MegaeraField_0363","","","","复仇三女神，准备出击。"
"Darren","MegaeraField_","0364","MegaeraField_0364","","","","由我亲自来了结。"
"Integrated","MegaeraField_","0365","MegaeraField_0365","","","","我们是复仇三女神！!"
"Integrated","MegaeraField_","0366","MegaeraField_0366","","","","现在！"
"Integrated","MegaeraField_","0367","MegaeraField_0367","","","","攻击！"
"Integrated","MegaeraField_","0368","MegaeraField_0368","","","","杀！"
"Integrated","MegaeraField_","0369","MegaeraField_0369","","","","逮着他了。"
"Integrated","MegaeraField_","0370","MegaeraField_0370","","","","我们是复仇三女神。"
"Integrated","MegaeraField_","0371","MegaeraField_0371","","","","我们这里的工作做完了。"
"Integrated","MegaeraField_","0372","MegaeraField_0372","","","","他在我们面前没有还手之力。"
"Integrated","MegaeraField_","0373","MegaeraField_0373","","","","<笑声>"
"Integrated","MegaeraField_","0374","MegaeraField_0374","","","","<笑声>"
"Integrated","MegaeraField_","0375","MegaeraField_0375","","","","<笑声>"
"Integrated","MegaeraField_","0376","MegaeraField_0376","","","","<笑声>"
"Integrated","MegaeraField_","0377","MegaeraField_0377","","","","<笑声>"
"Unused","MegaeraField_","0397","MegaeraField_0397","","","","我真是谢谢你。不过首先我要给你介绍一下我的鞭子。"
"Integrated","MegaeraField_","0398","MegaeraField_0398","","","","什么——？"
"Integrated","MegaeraField_","0399","MegaeraField_0399","","","","什么…！"
"Integrated","MegaeraField_","0400","MegaeraField_0400","","","","扎格列欧斯…"
"Integrated","MegaeraField_","0401","MegaeraField_0401","","","","那来吧。"
"Integrated","MegaeraField_","0402","MegaeraField_0402","","","","放马过来。"
"Integrated","MegaeraField_","0403","MegaeraField_0403","","","","怎么…？"
"Integrated","MegaeraField_","0404","MegaeraField_0404","","","","怎么…"
"Integrated","MegaeraField_","0405","MegaeraField_0405","","","","怎么回事。"
"Integrated","MegaeraField_","0406","MegaeraField_0406","","","","你到底怎么了。"
"Integrated","MegaeraField_","0407","MegaeraField_0407","","","","所以..."
"Integrated","MegaeraField_","0408","MegaeraField_0408","","","","你怎么能——？"
"Integrated","MegaeraField_","0409","MegaeraField_0409","","","","你怎么能…！"
"Integrated","MegaeraField_","0410","MegaeraField_0410","","","","又来了。"
"Integrated","MegaeraField_","0411","MegaeraField_0411","","","","你生气了。"
"Integrated","MegaeraField_","0412","MegaeraField_0412","","","","你毫无自制力。"
"Integrated","MegaeraField_","0413","MegaeraField_0413","","","","控制住你自己。"
"Darren","MegaeraField_","0416","MegaeraField_0416","","","","阿勒克图和我。我们有机会谈了谈，然后我们达成了协议，扎格列欧斯。如你所见。"
"Darren","MegaeraField_","0417","MegaeraField_0417","","","","提西福涅和我。我们有机会解决了我们之间的一些问题，然后我们达成了协议，扎格列欧斯。如你所见。"
"Darren","MegaeraField_","0418","MegaeraField_0418","","","","我们这边没人在乎什么体育精神。只要能杀死你就行了。姐妹们，就是现在！"
"Integrated","MegaeraField_","0448","MegaeraField_0448","","","","站住！"
"Integrated","MegaeraField_","0449","MegaeraField_0449","","","","逮到你了。"
"Integrated","MegaeraField_","0450","MegaeraField_0450","","","","我在这儿呢。"
"Integrated","MegaeraField_","0451","MegaeraField_0451","","","","退后。"
"Integrated","MegaeraField_","0452","MegaeraField_0452","","","","扎格列欧斯!"
"Integrated","MegaeraField_","0453","MegaeraField_0453","","","","扎格!"
"Integrated","MegaeraField_","0454","MegaeraField_0454","","","","你叫我了？"
"Integrated","MegaeraField_","0455","MegaeraField_0455","","","","真是一团烂摊子！"
"Integrated","MegaeraField_","0456","MegaeraField_0456","","","","真是一团糟！"
"Integrated","MegaeraField_","0457","MegaeraField_0457","","","","真是一团糟啊，扎格。"
"Integrated","MegaeraField_","0458","MegaeraField_0458","","","","我赢了。"
"Integrated","MegaeraField_","0459","MegaeraField_0459","","","","需要帮助吗，扎格？"
"Integrated","MegaeraField_","0460","MegaeraField_0460","","","","我来处理。"
"Integrated","MegaeraField_","0461","MegaeraField_0461","","","","没问题。"
"Integrated","MegaeraField_","0462","MegaeraField_0462","","","","收到。"
"Integrated","MegaeraField_","0463","MegaeraField_0463","","","","接着战斗吧。"
"Integrated","MegaeraField_","0464","MegaeraField_0464","","","","离他远点！"
"Integrated","MegaeraField_","0465","MegaeraField_0465","","","","退下！"
"Integrated","MegaeraField_","0466","MegaeraField_0466","","","","退下。"
"Integrated","MegaeraField_","0467","MegaeraField_0467","","","","这里！"
"Integrated","MegaeraField_","0468","MegaeraField_0468","","","","离他远点！"
"Integrated","MegaeraField_","0469","MegaeraField_0469","","","","这只怪物，哼。"
"Integrated","MegaeraField_","0470","MegaeraField_0470","","","","这里太炎热了吗，扎格？"
"Integrated","MegaeraField_","0471","MegaeraField_0471","","","","遇上九头蛇了，扎格列欧斯？"
"Integrated","MegaeraField_","0472","MegaeraField_0472","","","","你好，九头蛇。"
"Integrated","MegaeraField_","0473","MegaeraField_0473","","","","退下，九头蛇！"
"Integrated","MegaeraField_","0474","MegaeraField_0474","","","","你怎能忍受如此酷热？"
"Integrated","MegaeraField_","0475","MegaeraField_0475","","","","可恶，阿斯忒里俄斯！"
"Integrated","MegaeraField_","0476","MegaeraField_0476","","","","阿斯忒里俄斯！"
"Integrated","MegaeraField_","0477","MegaeraField_0477","","","","不好意思打扰了。"
"Integrated","MegaeraField_","0478","MegaeraField_0478","","","","公平战斗到此为止了。"
"Integrated","MegaeraField_","0479","MegaeraField_0479","","","","你看上去很忙，扎格列欧斯。"
"Integrated","MegaeraField_","0480","MegaeraField_0480","","","","看好了，米诺斯之牛。"
"Integrated","MegaeraField_","0481","MegaeraField_0481","","","","我要上了，勇士！"
"Integrated","MegaeraField_","0482","MegaeraField_0482","","","","可恶，雅典的王！"
"Integrated","MegaeraField_","0483","MegaeraField_0483","","","","介意我不请自来吗？"
"Integrated","MegaeraField_","0484","MegaeraField_0484","","","","我们平分。"
"Integrated","MegaeraField_","0485","MegaeraField_0485","","","","忒修斯！！"
"Integrated","MegaeraField_","0486","MegaeraField_0486","","","","你别敢碰他一根毫毛！"
"Integrated","MegaeraField_","0487","MegaeraField_0487","","","","塔纳托斯。"
"Integrated","MegaeraField_","0488","MegaeraField_0488","","","","嗨，塔纳。"
"Integrated","MegaeraField_","0489","MegaeraField_0489","","","","你需要多少帮助？"
"Integrated","MegaeraField_","0490","MegaeraField_0490","","","","你难道没得到足够帮助吗？"
"Integrated","MegaeraField_","0491","MegaeraField_0491","","","","如果他在这里，你就不需要我了，扎格列欧斯。"
"Integrated","MegaeraField_","0492","MegaeraField_0492","","","","我打断了什么事吗？"
"Integrated","MegaeraField_","0493","MegaeraField_0493","","","","原谅我，冥王哈迪斯。"
"Integrated","MegaeraField_","0494","MegaeraField_0494","","","","请原谅我，冥王。"
"Integrated","MegaeraField_","0495","MegaeraField_0495","","","","冥王哈迪斯！"
"Integrated","MegaeraField_","0496","MegaeraField_0496","","","","我不得不帮他，大人！"
"Integrated","MegaeraField_","0497","MegaeraField_0497","","","","真的吗，扎格列欧斯？！"
